task_id,method,input_tokens,output_tokens,total_tokens,batch_index,num_samples
116,self_consistency_cot,1245,1239,2484,11,3
117,self_consistency_cot,1425,1442,2867,11,3
118,self_consistency_cot,1233,1063,2296,11,3
119,self_consistency_cot,1254,1120,2374,11,3
120,self_consistency_cot,1272,926,2198,11,3
121,self_consistency_cot,1455,1566,3021,12,3
122,self_consistency_cot,1587,1269,2856,12,3
123,self_consistency_cot,1710,898,2608,12,3
124,self_consistency_cot,1263,1258,2521,12,3
125,self_consistency_cot,1452,1765,3217,12,3
126,self_consistency_cot,1308,966,2274,12,3
127,self_consistency_cot,1368,1009,2377,12,3
128,self_consistency_cot,1317,880,2197,12,3
129,self_consistency_cot,1740,1546,3286,12,3
130,self_consistency_cot,1344,843,2187,12,3
131,self_consistency_cot,1473,620,2093,13,3
132,self_consistency_cot,1215,764,1979,13,3
133,self_consistency_cot,1305,1997,3302,13,3
134,self_consistency_cot,1413,1320,2733,13,3
135,self_consistency_cot,1200,957,2157,13,3
136,self_consistency_cot,1704,1146,2850,13,3
137,self_consistency_cot,1356,1154,2510,13,3
138,self_consistency_cot,1326,1469,2795,13,3
139,self_consistency_cot,1236,793,2029,13,3
140,self_consistency_cot,1350,1739,3089,13,3
141,self_consistency_cot,1491,1087,2578,14,3
142,self_consistency_cot,1293,1331,2624,14,3
143,self_consistency_cot,1242,981,2223,14,3
144,self_consistency_cot,1326,1273,2599,14,3
145,self_consistency_cot,1407,1115,2522,14,3
146,self_consistency_cot,1251,919,2170,14,3
147,self_consistency_cot,1515,1271,2786,14,3
148,self_consistency_cot,1587,878,2465,14,3
149,self_consistency_cot,1596,1135,2731,14,3
150,self_consistency_cot,1338,1216,2554,14,3
151,self_consistency_cot,1314,855,2169,15,3
152,self_consistency_cot,1728,1333,3061,15,3
153,self_consistency_cot,1296,891,2187,15,3
154,self_consistency_cot,1230,1102,2332,15,3
155,self_consistency_cot,1431,1224,2655,15,3
156,self_consistency_cot,1275,3072,4347,15,3
157,self_consistency_cot,1257,1326,2583,15,3
158,self_consistency_cot,1416,1167,2583,15,3
159,self_consistency_cot,1815,1838,3653,15,3
160,self_consistency_cot,1401,1088,2489,15,3
161,self_consistency_cot,1242,1512,2754,16,3
162,self_consistency_cot,1257,873,2130,16,3
163,self_consistency_cot,1269,1248,2517,16,3
164,self_consistency_cot,1476,1038,2514,16,3
165,self_consistency_cot,1407,1035,2442,16,3
166,self_consistency_cot,1389,1571,2960,16,3
167,self_consistency_cot,1389,1256,2645,16,3
168,self_consistency_cot,1245,981,2226,16,3
169,self_consistency_cot,1365,843,2208,16,3
170,self_consistency_cot,1350,1258,2608,16,3
171,self_consistency_cot,1218,1545,2763,17,3
172,self_consistency_cot,1356,1107,2463,17,3
173,self_consistency_cot,1248,909,2157,17,3
174,self_consistency_cot,1272,1127,2399,17,3
175,self_consistency_cot,1464,1077,2541,17,3
176,self_consistency_cot,1215,1171,2386,17,3
177,self_consistency_cot,1251,928,2179,17,3
178,self_consistency_cot,1308,978,2286,17,3
179,self_consistency_cot,1665,1471,3136,17,3
180,self_consistency_cot,1389,1825,3214,17,3
181,self_consistency_cot,1650,1077,2727,18,3
182,self_consistency_cot,1467,1690,3157,18,3
183,self_consistency_cot,1377,1322,2699,18,3
184,self_consistency_cot,1245,1188,2433,18,3
185,self_consistency_cot,1308,1009,2317,18,3
186,self_consistency_cot,1308,892,2200,18,3
187,self_consistency_cot,1536,1190,2726,18,3
188,self_consistency_cot,1365,1100,2465,18,3
189,self_consistency_cot,1635,1826,3461,18,3
190,self_consistency_cot,1305,1132,2437,18,3
191,self_consistency_cot,1317,1105,2422,19,3
192,self_consistency_cot,1362,939,2301,19,3
193,self_consistency_cot,1224,1205,2429,19,3
194,self_consistency_cot,1479,1310,2789,19,3
195,self_consistency_cot,1458,1688,3146,19,3
196,self_consistency_cot,1263,1521,2784,19,3
197,self_consistency_cot,1314,1004,2318,19,3
198,self_consistency_cot,1341,1179,2520,19,3
199,self_consistency_cot,1377,1032,2409,19,3
200,self_consistency_cot,1293,1214,2507,19,3
201,self_consistency_cot,1203,1057,2260,20,3
202,self_consistency_cot,1329,953,2282,20,3
203,self_consistency_cot,1338,1026,2364,20,3
204,self_consistency_cot,1290,748,2038,20,3
205,self_consistency_cot,1254,779,2033,20,3
206,self_consistency_cot,1278,1183,2461,20,3
207,self_consistency_cot,1677,892,2569,20,3
208,self_consistency_cot,1326,2073,3399,20,3
209,self_consistency_cot,1269,1568,2837,20,3
210,self_consistency_cot,1338,1828,3166,20,3
211,self_consistency_cot,1266,760,2026,21,3
212,self_consistency_cot,1320,959,2279,21,3
213,self_consistency_cot,1305,1133,2438,21,3
214,self_consistency_cot,1236,929,2165,21,3
215,self_consistency_cot,1374,875,2249,21,3
216,self_consistency_cot,1353,1381,2734,21,3
217,self_consistency_cot,1320,787,2107,21,3
218,self_consistency_cot,1305,1047,2352,21,3
219,self_consistency_cot,1422,1434,2856,21,3
220,self_consistency_cot,1254,1035,2289,21,3
221,self_consistency_cot,1257,969,2226,22,3
222,self_consistency_cot,1305,845,2150,22,3
223,self_consistency_cot,1731,1374,3105,22,3
224,self_consistency_cot,1281,1000,2281,22,3
225,self_consistency_cot,1449,1483,2932,22,3
226,self_consistency_cot,1308,1089,2397,22,3
227,self_consistency_cot,1368,751,2119,22,3
228,self_consistency_cot,1440,1634,3074,22,3
229,self_consistency_cot,1398,1337,2735,22,3
230,self_consistency_cot,1221,764,1985,22,3
231,self_consistency_cot,1878,1172,3050,23,3
232,self_consistency_cot,1245,1662,2907,23,3
233,self_consistency_cot,1257,1293,2550,23,3
234,self_consistency_cot,1203,661,1864,23,3
235,self_consistency_cot,1407,1248,2655,23,3
236,self_consistency_cot,1503,1118,2621,23,3
237,self_consistency_cot,1296,1260,2556,23,3
238,self_consistency_cot,1284,909,2193,23,3
239,self_consistency_cot,1659,1273,2932,23,3
240,self_consistency_cot,1239,1673,2912,23,3
241,self_consistency_cot,1293,1149,2442,24,3
242,self_consistency_cot,1245,930,2175,24,3
243,self_consistency_cot,1395,923,2318,24,3
244,self_consistency_cot,1275,941,2216,24,3
245,self_consistency_cot,1854,846,2700,24,3
246,self_consistency_cot,1416,1229,2645,24,3
247,self_consistency_cot,1737,930,2667,24,3
248,self_consistency_cot,1269,763,2032,24,3
249,self_consistency_cot,1278,1175,2453,24,3
250,self_consistency_cot,1278,1625,2903,24,3
251,self_consistency_cot,1236,1276,2512,25,3
252,self_consistency_cot,1218,1648,2866,25,3
253,self_consistency_cot,1284,1077,2361,25,3
254,self_consistency_cot,1227,1115,2342,25,3
255,self_consistency_cot,1251,1294,2545,25,3
256,self_consistency_cot,1407,987,2394,25,3
257,self_consistency_cot,1227,1047,2274,25,3
258,self_consistency_cot,1278,1469,2747,25,3
259,self_consistency_cot,1350,1537,2887,25,3
260,self_consistency_cot,1308,924,2232,25,3
261,self_consistency_cot,1296,924,2220,26,3
262,self_consistency_cot,1230,1394,2624,26,3
263,self_consistency_cot,1233,1363,2596,26,3
264,self_consistency_cot,1365,785,2150,26,3
265,self_consistency_cot,1221,1507,2728,26,3
266,self_consistency_cot,1227,884,2111,26,3
267,self_consistency_cot,1218,944,2162,26,3
268,self_consistency_cot,1236,805,2041,26,3
269,self_consistency_cot,1200,716,1916,26,3
270,self_consistency_cot,1395,2469,3864,26,3
271,self_consistency_cot,1350,868,2218,27,3
272,self_consistency_cot,1236,1237,2473,27,3
273,self_consistency_cot,1296,1184,2480,27,3
274,self_consistency_cot,1269,995,2264,27,3
275,self_consistency_cot,1497,1332,2829,27,3
276,self_consistency_cot,1230,981,2211,27,3
277,self_consistency_cot,1248,1040,2288,27,3
278,self_consistency_cot,1281,934,2215,27,3
279,self_consistency_cot,1233,1018,2251,27,3
280,self_consistency_cot,1350,942,2292,27,3
281,self_consistency_cot,1248,1340,2588,28,3
282,self_consistency_cot,1272,1040,2312,28,3
283,self_consistency_cot,1389,1499,2888,28,3
284,self_consistency_cot,1236,895,2131,28,3
285,self_consistency_cot,1338,1187,2525,28,3
286,self_consistency_cot,1596,1273,2869,28,3
287,self_consistency_cot,1233,839,2072,28,3
288,self_consistency_cot,1335,1269,2604,28,3
289,self_consistency_cot,1515,1253,2768,28,3
290,self_consistency_cot,1314,1219,2533,28,3
291,self_consistency_cot,1536,1063,2599,29,3
292,self_consistency_cot,1197,1085,2282,29,3
293,self_consistency_cot,1257,1899,3156,29,3
294,self_consistency_cot,1257,1284,2541,29,3
295,self_consistency_cot,1296,983,2279,29,3
296,self_consistency_cot,1374,1199,2573,29,3
297,self_consistency_cot,1515,1308,2823,29,3
298,self_consistency_cot,1272,1479,2751,29,3
299,self_consistency_cot,1320,1131,2451,29,3
300,self_consistency_cot,1359,711,2070,29,3
301,self_consistency_cot,1281,1021,2302,30,3
302,self_consistency_cot,1419,1336,2755,30,3
303,self_consistency_cot,1347,1932,3279,30,3
304,self_consistency_cot,1467,1650,3117,30,3
305,self_consistency_cot,1305,1023,2328,30,3
306,self_consistency_cot,1890,1258,3148,30,3
307,self_consistency_cot,1305,1848,3153,30,3
308,self_consistency_cot,1287,1515,2802,30,3
309,self_consistency_cot,1221,1644,2865,30,3
310,self_consistency_cot,1257,1277,2534,30,3
311,self_consistency_cot,1464,1000,2464,31,3
312,self_consistency_cot,1254,1335,2589,31,3
313,self_consistency_cot,1233,1206,2439,31,3
314,self_consistency_cot,1506,1567,3073,31,3
315,self_consistency_cot,1791,908,2699,31,3
316,self_consistency_cot,1485,1781,3266,31,3
317,self_consistency_cot,1371,1013,2384,31,3
318,self_consistency_cot,1389,1101,2490,31,3
319,self_consistency_cot,1254,916,2170,31,3
320,self_consistency_cot,1365,582,1947,31,3
321,self_consistency_cot,1374,1525,2899,32,3
322,self_consistency_cot,1293,1090,2383,32,3
323,self_consistency_cot,2010,1264,3274,32,3
324,self_consistency_cot,1380,1352,2732,32,3
325,self_consistency_cot,1440,1626,3066,32,3
326,self_consistency_cot,1383,951,2334,32,3
327,self_consistency_cot,1275,902,2177,32,3
328,self_consistency_cot,1239,1497,2736,32,3
329,self_consistency_cot,1281,1005,2286,32,3
330,self_consistency_cot,1242,1256,2498,32,3
331,self_consistency_cot,1350,1729,3079,33,3
332,self_consistency_cot,1329,1234,2563,33,3
333,self_consistency_cot,1227,1108,2335,33,3
334,self_consistency_cot,1311,1247,2558,33,3
335,self_consistency_cot,1260,1289,2549,33,3
336,self_consistency_cot,1245,818,2063,33,3
337,self_consistency_cot,1314,934,2248,33,3
338,self_consistency_cot,1545,1257,2802,33,3
339,self_consistency_cot,1239,1483,2722,33,3
340,self_consistency_cot,1278,1491,2769,33,3
341,self_consistency_cot,1230,1409,2639,34,3
342,self_consistency_cot,2001,1247,3248,34,3
343,self_consistency_cot,1332,1279,2611,34,3
344,self_consistency_cot,1269,1345,2614,34,3
345,self_consistency_cot,1290,1272,2562,34,3
346,self_consistency_cot,1323,984,2307,34,3
347,self_consistency_cot,1338,1174,2512,34,3
348,self_consistency_cot,1503,1130,2633,34,3
349,self_consistency_cot,1323,1278,2601,34,3
350,self_consistency_cot,1455,949,2404,34,3
351,self_consistency_cot,1545,1473,3018,35,3
352,self_consistency_cot,1317,1673,2990,35,3
353,self_consistency_cot,1239,1478,2717,35,3
354,self_consistency_cot,1245,1078,2323,35,3
355,self_consistency_cot,1467,993,2460,35,3
356,self_consistency_cot,1218,1099,2317,35,3
357,self_consistency_cot,1251,1217,2468,35,3
358,self_consistency_cot,1281,1765,3046,35,3
359,self_consistency_cot,1287,691,1978,35,3
360,self_consistency_cot,1233,1075,2308,35,3
361,self_consistency_cot,1233,1311,2544,36,3
362,self_consistency_cot,1374,1055,2429,36,3
363,self_consistency_cot,1278,1456,2734,36,3
364,self_consistency_cot,1647,1217,2864,36,3
365,self_consistency_cot,1260,787,2047,36,3
366,self_consistency_cot,1275,1071,2346,36,3
367,self_consistency_cot,1692,1420,3112,36,3
368,self_consistency_cot,1242,987,2229,36,3
369,self_consistency_cot,1251,1452,2703,36,3
370,self_consistency_cot,1257,1460,2717,36,3
371,self_consistency_cot,1449,1933,3382,37,3
372,self_consistency_cot,1326,1386,2712,37,3
373,self_consistency_cot,1224,1245,2469,37,3
374,self_consistency_cot,1575,1142,2717,37,3
375,self_consistency_cot,1272,1156,2428,37,3
376,self_consistency_cot,1311,1012,2323,37,3
377,self_consistency_cot,1353,951,2304,37,3
378,self_consistency_cot,1251,1147,2398,37,3
379,self_consistency_cot,1263,1395,2658,37,3
380,self_consistency_cot,1365,1320,2685,37,3
381,self_consistency_cot,1305,1545,2850,38,3
382,self_consistency_cot,1659,1280,2939,38,3
383,self_consistency_cot,1431,762,2193,38,3
384,self_consistency_cot,1428,1151,2579,38,3
385,self_consistency_cot,1374,1182,2556,38,3
386,self_consistency_cot,1548,1147,2695,38,3
387,self_consistency_cot,1569,1709,3278,38,3
388,self_consistency_cot,1377,1212,2589,38,3
389,self_consistency_cot,1329,1278,2607,38,3
390,self_consistency_cot,1236,1251,2487,38,3
391,self_consistency_cot,1311,1488,2799,39,3
392,self_consistency_cot,1497,1687,3184,39,3
393,self_consistency_cot,1350,1208,2558,39,3
394,self_consistency_cot,1317,1220,2537,39,3
395,self_consistency_cot,1491,861,2352,39,3
396,self_consistency_cot,1323,1222,2545,39,3
397,self_consistency_cot,1410,1192,2602,39,3
398,self_consistency_cot,1266,1341,2607,39,3
399,self_consistency_cot,1314,1374,2688,39,3
400,self_consistency_cot,1257,1555,2812,39,3
401,self_consistency_cot,1368,2007,3375,40,3
402,self_consistency_cot,1461,1102,2563,40,3
403,self_consistency_cot,1599,2288,3887,40,3
404,self_consistency_cot,1221,821,2042,40,3
405,self_consistency_cot,1251,766,2017,40,3
406,self_consistency_cot,1455,1340,2795,40,3
407,self_consistency_cot,1518,1019,2537,40,3
408,self_consistency_cot,1701,1472,3173,40,3
409,self_consistency_cot,1272,1076,2348,40,3
410,self_consistency_cot,1248,1155,2403,40,3
411,self_consistency_cot,1260,1252,2512,41,3
412,self_consistency_cot,1254,1380,2634,41,3
413,self_consistency_cot,1248,1245,2493,41,3
414,self_consistency_cot,1425,1172,2597,41,3
415,self_consistency_cot,1521,1148,2669,41,3
416,self_consistency_cot,1458,1178,2636,41,3
417,self_consistency_cot,1383,1298,2681,41,3
418,self_consistency_cot,1227,1043,2270,41,3
419,self_consistency_cot,1308,1509,2817,41,3
420,self_consistency_cot,1302,779,2081,41,3
421,self_consistency_cot,1329,1370,2699,42,3
422,self_consistency_cot,1332,1066,2398,42,3
423,self_consistency_cot,1962,1582,3544,42,3
424,self_consistency_cot,1257,1036,2293,42,3
425,self_consistency_cot,1344,824,2168,42,3
426,self_consistency_cot,1263,1106,2369,42,3
427,self_consistency_cot,1302,1099,2401,42,3
428,self_consistency_cot,1533,1298,2831,42,3
429,self_consistency_cot,1305,1193,2498,42,3
430,self_consistency_cot,1287,999,2286,42,3
431,self_consistency_cot,1287,1050,2337,43,3
432,self_consistency_cot,1263,1113,2376,43,3
433,self_consistency_cot,1326,1200,2526,43,3
434,self_consistency_cot,1311,1044,2355,43,3
435,self_consistency_cot,1197,970,2167,43,3
436,self_consistency_cot,1233,1021,2254,43,3
437,self_consistency_cot,1329,962,2291,43,3
438,self_consistency_cot,1461,1000,2461,43,3
439,self_consistency_cot,1239,1275,2514,43,3
440,self_consistency_cot,1305,1008,2313,43,3
441,self_consistency_cot,1221,896,2117,44,3
442,self_consistency_cot,1356,1378,2734,44,3
443,self_consistency_cot,1281,1894,3175,44,3
444,self_consistency_cot,1320,1277,2597,44,3
445,self_consistency_cot,1350,1541,2891,44,3
446,self_consistency_cot,1308,1221,2529,44,3
447,self_consistency_cot,1257,917,2174,44,3
448,self_consistency_cot,1518,821,2339,44,3
449,self_consistency_cot,1395,990,2385,44,3
450,self_consistency_cot,1239,1101,2340,44,3
451,self_consistency_cot,1245,1136,2381,45,3
452,self_consistency_cot,1290,900,2190,45,3
453,self_consistency_cot,1752,968,2720,45,3
454,self_consistency_cot,1329,1088,2417,45,3
455,self_consistency_cot,1386,1113,2499,45,3
456,self_consistency_cot,1245,1020,2265,45,3
457,self_consistency_cot,1227,967,2194,45,3
458,self_consistency_cot,1203,1103,2306,45,3
459,self_consistency_cot,1290,878,2168,45,3
460,self_consistency_cot,1188,863,2051,45,3
461,self_consistency_cot,1317,965,2282,46,3
462,self_consistency_cot,1341,967,2308,46,3
463,self_consistency_cot,1950,1812,3762,46,3
464,self_consistency_cot,1233,1171,2404,46,3
465,self_consistency_cot,1263,1254,2517,46,3
466,self_consistency_cot,1707,1168,2875,46,3
467,self_consistency_cot,1461,829,2290,46,3
468,self_consistency_cot,1533,1122,2655,46,3
469,self_consistency_cot,1755,1381,3136,46,3
470,self_consistency_cot,1278,1257,2535,46,3
471,self_consistency_cot,1299,1885,3184,47,3
472,self_consistency_cot,1251,1773,3024,47,3
473,self_consistency_cot,1317,1950,3267,47,3
474,self_consistency_cot,1236,1041,2277,47,3
475,self_consistency_cot,1254,1006,2260,47,3
476,self_consistency_cot,1221,924,2145,47,3
477,self_consistency_cot,1188,1173,2361,47,3
478,self_consistency_cot,1293,901,2194,47,3
479,self_consistency_cot,1254,1688,2942,47,3
480,self_consistency_cot,1494,810,2304,47,3
481,self_consistency_cot,1470,1157,2627,48,3
482,self_consistency_cot,1299,971,2270,48,3
483,self_consistency_cot,1383,767,2150,48,3
484,self_consistency_cot,1290,1432,2722,48,3
485,self_consistency_cot,1692,1055,2747,48,3
486,self_consistency_cot,1488,1418,2906,48,3
487,self_consistency_cot,1464,1007,2471,48,3
488,self_consistency_cot,1287,889,2176,48,3
489,self_consistency_cot,1428,1219,2647,48,3
490,self_consistency_cot,1323,1305,2628,48,3
491,self_consistency_cot,1266,1005,2271,49,3
492,self_consistency_cot,1485,1487,2972,49,3
493,self_consistency_cot,2535,1700,4235,49,3
494,self_consistency_cot,1281,959,2240,49,3
495,self_consistency_cot,1308,656,1964,49,3
496,self_consistency_cot,1299,1521,2820,49,3
497,self_consistency_cot,1293,1351,2644,49,3
498,self_consistency_cot,1380,1095,2475,49,3
499,self_consistency_cot,1197,694,1891,49,3
500,self_consistency_cot,1257,935,2192,49,3
501,self_consistency_cot,1629,1328,2957,50,3
502,self_consistency_cot,1191,941,2132,50,3
503,self_consistency_cot,1308,1159,2467,50,3
504,self_consistency_cot,1290,886,2176,50,3
505,self_consistency_cot,1344,1310,2654,50,3
506,self_consistency_cot,1644,1192,2836,50,3
507,self_consistency_cot,1272,877,2149,50,3
508,self_consistency_cot,1365,1252,2617,50,3
509,self_consistency_cot,1392,753,2145,50,3
510,self_consistency_cot,1650,1481,3131,50,3
511,self_consistency_cot,1374,1156,2530,51,3
512,self_consistency_cot,1479,972,2451,51,3
513,self_consistency_cot,1254,1215,2469,51,3
514,self_consistency_cot,1224,1154,2378,51,3
515,self_consistency_cot,1683,1177,2860,51,3
516,self_consistency_cot,1596,1483,3079,51,3
517,self_consistency_cot,1281,1058,2339,51,3
518,self_consistency_cot,1236,853,2089,51,3
519,self_consistency_cot,1278,939,2217,51,3
520,self_consistency_cot,1770,1143,2913,51,3
521,self_consistency_cot,1275,1130,2405,52,3
522,self_consistency_cot,1851,1208,3059,52,3
523,self_consistency_cot,1665,1382,3047,52,3
524,self_consistency_cot,1671,1376,3047,52,3
525,self_consistency_cot,1248,1012,2260,52,3
526,self_consistency_cot,1368,1012,2380,52,3
527,self_consistency_cot,1365,1944,3309,52,3
528,self_consistency_cot,1314,1163,2477,52,3
529,self_consistency_cot,1428,886,2314,52,3
530,self_consistency_cot,1356,1330,2686,52,3
531,self_consistency_cot,1512,1359,2871,53,3
532,self_consistency_cot,1515,972,2487,53,3
533,self_consistency_cot,1302,1120,2422,53,3
534,self_consistency_cot,1275,1100,2375,53,3
535,self_consistency_cot,1254,815,2069,53,3
536,self_consistency_cot,1200,1447,2647,53,3
537,self_consistency_cot,1323,802,2125,53,3
538,self_consistency_cot,1275,1695,2970,53,3
539,self_consistency_cot,1281,1502,2783,53,3
540,self_consistency_cot,1524,1274,2798,53,3
541,self_consistency_cot,1587,959,2546,54,3
542,self_consistency_cot,1218,790,2008,54,3
543,self_consistency_cot,1311,990,2301,54,3
544,self_consistency_cot,1248,1053,2301,54,3
545,self_consistency_cot,1593,1155,2748,54,3
546,self_consistency_cot,1365,989,2354,54,3
547,self_consistency_cot,1335,1203,2538,54,3
548,self_consistency_cot,1617,1130,2747,54,3
549,self_consistency_cot,1371,1693,3064,54,3
550,self_consistency_cot,1665,1031,2696,54,3
551,self_consistency_cot,1236,1673,2909,55,3
552,self_consistency_cot,1398,907,2305,55,3
553,self_consistency_cot,1269,1362,2631,55,3
554,self_consistency_cot,1287,1274,2561,55,3
555,self_consistency_cot,1248,612,1860,55,3
556,self_consistency_cot,1398,1230,2628,55,3
557,self_consistency_cot,1203,947,2150,55,3
558,self_consistency_cot,1260,1087,2347,55,3
559,self_consistency_cot,1530,1588,3118,55,3
560,self_consistency_cot,1260,1326,2586,55,3
561,self_consistency_cot,1314,1358,2672,56,3
562,self_consistency_cot,1248,982,2230,56,3
563,self_consistency_cot,1224,1055,2279,56,3
564,self_consistency_cot,1353,817,2170,56,3
565,self_consistency_cot,1179,973,2152,56,3
566,self_consistency_cot,1278,885,2163,56,3
567,self_consistency_cot,1281,1365,2646,56,3
568,self_consistency_cot,1221,723,1944,56,3
569,self_consistency_cot,1230,1390,2620,56,3
570,self_consistency_cot,1371,1106,2477,56,3
571,self_consistency_cot,1731,1442,3173,57,3
572,self_consistency_cot,1254,987,2241,57,3
573,self_consistency_cot,1272,1234,2506,57,3
574,self_consistency_cot,1293,1157,2450,57,3
575,self_consistency_cot,1356,1374,2730,57,3
576,self_consistency_cot,1506,1173,2679,57,3
577,self_consistency_cot,1371,794,2165,57,3
578,self_consistency_cot,1281,1588,2869,57,3
579,self_consistency_cot,1287,1320,2607,57,3
580,self_consistency_cot,1509,1256,2765,57,3
581,self_consistency_cot,1221,1078,2299,58,3
582,self_consistency_cot,1227,645,1872,58,3
583,self_consistency_cot,1341,1108,2449,58,3
584,self_consistency_cot,1320,1040,2360,58,3
585,self_consistency_cot,1275,2178,3453,58,3
586,self_consistency_cot,1245,1304,2549,58,3
587,self_consistency_cot,1212,1054,2266,58,3
