batch_index,method,sum_input_tokens,sum_output_tokens,sum_total_tokens,avg_input_tokens,avg_output_tokens,avg_total_tokens,min_total_tokens,max_total_tokens,tasks_in_batch,batch_start,batch_end
26,pot,4826,3460,8286,482.6,346.0,828.6,670,979,10,251,260
27,pot,4790,3366,8156,479.0,336.6,815.6,664,991,10,261,270
28,pot,4924,4271,9195,492.4,427.1,919.5,736,1531,10,271,280
29,pot,5078,3924,9002,507.8,392.4,900.2,713,1123,10,281,290
30,pot,5044,3479,8523,504.4,347.9,852.3,677,1000,10,291,300
31,pot,5189,4324,9513,518.9,432.4,951.3,661,1410,10,301,310
32,pot,5305,3392,8697,530.5,339.2,869.7,695,1088,10,311,320
33,pot,5262,4208,9470,526.2,420.8,947.0,728,1528,10,321,330
34,pot,4959,4386,9345,495.9,438.6,934.5,737,1496,10,331,340
35,pot,5297,3355,8652,529.7,335.5,865.2,789,1179,10,341,350
36,pot,4922,3185,8107,492.2,318.5,810.7,706,990,10,351,360
37,pot,5153,3636,8789,515.3,363.6,878.9,752,1189,10,361,370
38,pot,5028,3708,8736,502.8,370.8,873.6,762,1041,10,371,380
39,pot,5363,4883,10246,536.3,488.3,1024.6,757,1609,10,381,390
40,pot,5135,4089,9224,513.5,408.9,922.4,735,1052,10,391,400
41,pot,5308,3554,8862,530.8,355.4,886.2,702,1021,10,401,410
42,pot,5040,3523,8563,504.0,352.3,856.3,785,927,10,411,420
43,pot,5256,3748,9004,525.6,374.8,900.4,759,1136,10,421,430
44,pot,4887,3082,7969,488.7,308.2,796.9,732,889,10,431,440
45,pot,5001,3287,8288,500.1,328.7,828.8,680,1018,10,441,450
46,pot,4957,3477,8434,495.7,347.7,843.4,655,1564,10,451,460
47,pot,5554,3912,9466,555.4,391.2,946.6,733,1497,10,461,470
48,pot,4848,3442,8290,484.8,344.2,829.0,684,1032,10,471,480
49,pot,5370,5238,10608,537.0,523.8,1060.8,726,1515,10,481,490
50,pot,5356,3463,8819,535.6,346.3,881.9,629,1545,10,491,500
51,pot,5304,3538,8842,530.4,353.8,884.2,657,1160,10,501,510
52,pot,5354,4192,9546,535.4,419.2,954.6,724,1361,10,511,520
53,pot,5507,4032,9539,550.7,403.2,953.9,724,1241,10,521,530
54,pot,5077,3859,8936,507.7,385.9,893.6,715,1114,10,531,540
55,pot,5423,4006,9429,542.3,400.6,942.9,752,1327,10,541,550
56,pot,4933,3499,8432,493.3,349.9,843.2,685,965,10,551,560
57,pot,4783,3379,8162,478.3,337.9,816.2,654,921,10,561,570
58,pot,5241,4242,9483,524.1,424.2,948.3,752,1253,10,571,580
59,pot,4812,3873,8685,481.2,387.3,868.5,676,1184,10,581,590
60,pot,5207,3959,9166,520.7,395.9,916.6,682,1565,10,591,600
61,pot,5172,3514,8686,517.2,351.4,868.6,794,981,10,601,610
62,pot,4933,3937,8870,493.3,393.7,887.0,754,1017,10,611,620
63,pot,5233,4013,9246,523.3,401.3,924.6,665,1368,10,621,630
64,pot,4973,3438,8411,497.3,343.8,841.1,740,1082,10,631,640
65,pot,5004,4268,9272,500.4,426.8,927.2,701,1204,10,641,650
66,pot,5021,3733,8754,502.1,373.3,875.4,720,1119,10,651,660
67,pot,5249,3816,9065,524.9,381.6,906.5,712,1383,10,661,670
68,pot,4914,3436,8350,491.4,343.6,835.0,714,978,10,671,680
69,pot,5235,3587,8822,523.5,358.7,882.2,810,971,10,681,690
70,pot,4939,4152,9091,493.9,415.2,909.1,746,1133,10,691,700
71,pot,5167,4485,9652,516.7,448.5,965.2,705,1568,10,701,710
72,pot,5118,3068,8186,511.8,306.8,818.6,676,932,10,711,720
73,pot,4971,3815,8786,497.1,381.5,878.6,708,1178,10,721,730
74,pot,5047,3508,8555,504.7,350.8,855.5,731,1109,10,731,740
75,pot,4124,3107,7231,515.5,388.38,903.88,784,1252,8,741,750
76,pot,5188,3962,9150,518.8,396.2,915.0,767,1193,10,751,760
77,pot,3513,2140,5653,501.86,305.71,807.57,757,929,7,764,770
78,pot,5205,4778,9983,520.5,477.8,998.3,731,1544,10,771,780
79,pot,5158,3698,8856,515.8,369.8,885.6,724,1283,10,781,790
80,pot,4859,3535,8394,485.9,353.5,839.4,713,1004,10,791,800
81,pot,4924,3438,8362,492.4,343.8,836.2,751,924,10,801,810
82,pot,4967,3453,8420,496.7,345.3,842.0,704,1056,10,811,820
83,pot,5186,4950,10136,518.6,495.0,1013.6,761,1554,10,821,830
84,pot,5419,3943,9362,541.9,394.3,936.2,755,1211,10,831,840
85,pot,5317,4060,9377,531.7,406.0,937.7,691,1304,10,841,850
86,pot,5154,4297,9451,515.4,429.7,945.1,678,1639,10,851,860
87,pot,5125,4345,9470,512.5,434.5,947.0,727,1363,10,861,870
88,pot,4933,3288,8221,493.3,328.8,822.1,741,890,10,871,880
89,pot,5033,3876,8909,503.3,387.6,890.9,720,1333,10,881,890
90,pot,4937,3680,8617,493.7,368.0,861.7,707,1009,10,891,900
91,pot,4992,4988,9980,499.2,498.8,998.0,687,1304,10,901,910
92,pot,5292,4294,9586,529.2,429.4,958.6,764,1378,10,911,920
93,pot,5247,4367,9614,524.7,436.7,961.4,704,1532,10,921,930
94,pot,5333,5509,10842,533.3,550.9,1084.2,680,1498,10,931,940
95,pot,5072,3814,8886,507.2,381.4,888.6,663,1279,10,941,950
96,pot,5115,3720,8835,511.5,372.0,883.5,674,1231,10,951,960
97,pot,5103,4145,9248,510.3,414.5,924.8,723,1215,10,961,970
98,pot,2208,1488,3696,552.0,372.0,924.0,694,1214,4,971,974
