batch_index,method,sum_input_tokens,sum_output_tokens,sum_total_tokens,avg_input_tokens,avg_output_tokens,avg_total_tokens,min_total_tokens,max_total_tokens,tasks_in_batch,batch_start,batch_end
30,least_to_most,5088,3712,8800,508.8,371.2,880.0,776,1033,10,291,300
31,least_to_most,5239,4858,10097,523.9,485.8,1009.7,704,1576,10,301,310
32,least_to_most,5327,4373,9700,532.7,437.3,970.0,773,1541,10,311,320
33,least_to_most,5300,4693,9993,530.0,469.3,999.3,776,1615,10,321,330
34,least_to_most,4987,4355,9342,498.7,435.5,934.2,820,1026,10,331,340
35,least_to_most,5339,3784,9123,533.9,378.4,912.3,781,1234,10,341,350
36,least_to_most,4980,3460,8440,498.0,346.0,844.0,726,1034,10,351,360
37,least_to_most,5169,4288,9457,516.9,428.8,945.7,778,1165,10,361,370
38,least_to_most,5082,4576,9658,508.2,457.6,965.8,809,1169,10,371,380
39,least_to_most,5389,5340,10729,538.9,534.0,1072.9,833,1616,10,381,390
40,least_to_most,5165,4002,9167,516.5,400.2,916.7,797,1026,10,391,400
41,least_to_most,5344,4233,9577,534.4,423.3,957.7,759,1301,10,401,410
42,least_to_most,5094,4361,9455,509.4,436.1,945.5,751,1114,10,411,420
43,least_to_most,5282,3821,9103,528.2,382.1,910.3,773,1408,10,421,430
44,least_to_most,4929,3776,8705,492.9,377.6,870.5,770,1080,10,431,440
45,least_to_most,5055,3987,9042,505.5,398.7,904.2,701,1076,10,441,450
46,least_to_most,5003,3173,8176,500.3,317.3,817.6,717,1005,10,451,460
47,least_to_most,5608,4177,9785,560.8,417.7,978.5,782,1255,10,461,470
48,least_to_most,4892,3654,8546,489.2,365.4,854.6,686,1116,10,471,480
49,least_to_most,5400,4266,9666,540.0,426.6,966.6,780,1308,10,481,490
50,least_to_most,5404,4358,9762,540.4,435.8,976.2,725,1945,10,491,500
51,least_to_most,5344,3909,9253,534.4,390.9,925.3,718,1141,10,501,510
52,least_to_most,5400,4212,9612,540.0,421.2,961.2,779,1289,10,511,520
53,least_to_most,5529,4695,10224,552.9,469.5,1022.4,817,1182,10,521,530
54,least_to_most,5109,4071,9180,510.9,407.1,918.0,722,1127,10,531,540
55,least_to_most,5441,4138,9579,544.1,413.8,957.9,780,1218,10,541,550
56,least_to_most,4983,3756,8739,498.3,375.6,873.9,734,1108,10,551,560
57,least_to_most,4845,4456,9301,484.5,445.6,930.1,698,1501,10,561,570
58,least_to_most,5259,4537,9796,525.9,453.7,979.6,819,1217,10,571,580
59,least_to_most,4872,4279,9151,487.2,427.9,915.1,720,1205,10,581,590
60,least_to_most,5259,4139,9398,525.9,413.9,939.8,704,1201,10,591,600
61,least_to_most,5218,3775,8993,521.8,377.5,899.3,736,1070,10,601,610
62,least_to_most,4993,4692,9685,499.3,469.2,968.5,762,1079,10,611,620
63,least_to_most,5289,4609,9898,528.9,460.9,989.8,646,1677,10,621,630
64,least_to_most,5017,3976,8993,501.7,397.6,899.3,795,1231,10,631,640
65,least_to_most,5028,4383,9411,502.8,438.3,941.1,722,1290,10,641,650
66,least_to_most,5067,3735,8802,506.7,373.5,880.2,750,981,10,651,660
67,least_to_most,5297,3971,9268,529.7,397.1,926.8,789,1154,10,661,670
68,least_to_most,4954,3787,8741,495.4,378.7,874.1,740,991,10,671,680
69,least_to_most,5277,3922,9199,527.7,392.2,919.9,794,1003,10,681,690
70,least_to_most,4981,4558,9539,498.1,455.8,953.9,837,1160,10,691,700
71,least_to_most,5223,3681,8904,522.3,368.1,890.4,694,1137,10,701,710
72,least_to_most,5166,3438,8604,516.6,343.8,860.4,664,989,10,711,720
73,least_to_most,5021,4738,9759,502.1,473.8,975.9,731,1329,10,721,730
74,least_to_most,5077,4246,9323,507.7,424.6,932.3,710,1299,10,731,740
75,least_to_most,5143,3955,9098,514.3,395.5,909.8,664,1383,10,741,750
76,least_to_most,5222,4568,9790,522.2,456.8,979.0,778,1296,10,751,760
77,least_to_most,5070,3820,8890,507.0,382.0,889.0,764,1019,10,761,770
78,least_to_most,5251,4823,10074,525.1,482.3,1007.4,789,1551,10,771,780
79,least_to_most,5192,4091,9283,519.2,409.1,928.3,756,1179,10,781,790
80,least_to_most,4915,3801,8716,491.5,380.1,871.6,741,982,10,791,800
81,least_to_most,4966,3943,8909,496.6,394.3,890.9,739,1054,10,801,810
82,least_to_most,5011,4055,9066,501.1,405.5,906.6,725,1246,10,811,820
83,least_to_most,5230,5066,10296,523.0,506.6,1029.6,863,1610,10,821,830
84,least_to_most,5477,3899,9376,547.7,389.9,937.6,756,1140,10,831,840
85,least_to_most,5357,4103,9460,535.7,410.3,946.0,762,1289,10,841,850
86,least_to_most,5180,4108,9288,518.0,410.8,928.8,743,1316,10,851,860
87,least_to_most,5147,4093,9240,514.7,409.3,924.0,788,1100,10,861,870
88,least_to_most,4995,3963,8958,499.5,396.3,895.8,816,1001,10,871,880
89,least_to_most,5055,4116,9171,505.5,411.6,917.1,782,1301,10,881,890
90,least_to_most,4993,3985,8978,499.3,398.5,897.8,749,1027,10,891,900
91,least_to_most,5044,4352,9396,504.4,435.2,939.6,770,1534,10,901,910
92,least_to_most,5332,4952,10284,533.2,495.2,1028.4,776,1506,10,911,920
93,least_to_most,5297,4375,9672,529.7,437.5,967.2,819,1246,10,921,930
94,least_to_most,5375,4210,9585,537.5,421.0,958.5,670,1347,10,931,940
95,least_to_most,5126,4011,9137,512.6,401.1,913.7,757,1256,10,941,950
96,least_to_most,5155,3616,8771,515.5,361.6,877.1,713,1012,10,951,960
97,least_to_most,5155,4263,9418,515.5,426.3,941.8,742,1187,10,961,970
98,least_to_most,2226,1535,3761,556.5,383.75,940.25,762,1156,4,971,974
