batch_index,method,sum_input_tokens,sum_output_tokens,sum_total_tokens,avg_input_tokens,avg_output_tokens,avg_total_tokens,min_total_tokens,max_total_tokens,tasks_in_batch,batch_start,batch_end
26,least_to_most,4050,2764,6814,405.0,276.4,681.4,575,793,10,251,260
27,least_to_most,4004,2271,6275,400.4,227.1,627.5,520,748,10,261,270
28,least_to_most,4119,2933,7052,411.9,293.3,705.2,539,854,10,271,280
29,least_to_most,4238,2817,7055,423.8,281.7,705.5,580,958,10,281,290
30,least_to_most,4206,2677,6883,420.6,267.7,688.3,567,935,10,291,300
31,least_to_most,4329,4868,9197,432.9,486.8,919.7,550,1449,10,301,310
32,least_to_most,4462,4171,8633,446.2,417.1,863.3,585,1584,10,311,320
33,least_to_most,4352,4988,9340,435.2,498.8,934.0,576,1456,10,321,330
34,least_to_most,4150,3056,7206,415.0,305.6,720.6,501,1296,10,331,340
35,least_to_most,4440,2264,6704,444.0,226.4,670.4,564,910,10,341,350
36,least_to_most,4135,2564,6699,413.5,256.4,669.9,553,860,10,351,360
37,least_to_most,4233,2485,6718,423.3,248.5,671.8,594,793,10,361,370
38,least_to_most,4200,5046,9246,420.0,504.6,924.6,628,1498,10,371,380
39,least_to_most,4464,3162,7626,446.4,316.2,762.6,577,921,10,381,390
40,least_to_most,4233,3328,7561,423.3,332.8,756.1,571,1440,10,391,400
41,least_to_most,4412,3351,7763,441.2,335.1,776.3,550,1489,10,401,410
42,least_to_most,4205,2637,6842,420.5,263.7,684.2,584,943,10,411,420
43,least_to_most,4378,3127,7505,437.8,312.7,750.5,612,1018,10,421,430
44,least_to_most,4108,2260,6368,410.8,226.0,636.8,571,742,10,431,440
45,least_to_most,4191,2853,7044,419.1,285.3,704.4,517,852,10,441,450
46,least_to_most,4172,2398,6570,417.2,239.8,657.0,572,958,10,451,460
47,least_to_most,4605,3754,8359,460.5,375.4,835.9,627,1549,10,461,470
48,least_to_most,4041,2524,6565,404.1,252.4,656.5,538,816,10,471,480
49,least_to_most,4438,3961,8399,443.8,396.1,839.9,572,1541,10,481,490
50,least_to_most,4507,2378,6885,450.7,237.8,688.5,511,1157,10,491,500
51,least_to_most,4425,2899,7324,442.5,289.9,732.4,565,920,10,501,510
52,least_to_most,4444,3014,7458,444.4,301.4,745.8,586,988,10,511,520
53,least_to_most,4558,2816,7374,455.8,281.6,737.4,590,918,10,521,530
54,least_to_most,4233,2834,7067,423.3,283.4,706.7,559,955,10,531,540
55,least_to_most,4485,3533,8018,448.5,353.3,801.8,540,1516,10,541,550
56,least_to_most,4126,2541,6667,412.6,254.1,666.7,558,877,10,551,560
57,least_to_most,4015,2773,6788,401.5,277.3,678.8,522,850,10,561,570
58,least_to_most,4341,3304,7645,434.1,330.4,764.5,615,1055,10,571,580
59,least_to_most,4045,3067,7112,404.5,306.7,711.2,516,1162,10,581,590
60,least_to_most,4376,3115,7491,437.6,311.5,749.1,579,1442,10,591,600
61,least_to_most,4306,2361,6667,430.6,236.1,666.7,556,879,10,601,610
62,least_to_most,4145,2975,7120,414.5,297.5,712.0,624,811,10,611,620
63,least_to_most,4387,3594,7981,438.7,359.4,798.1,520,1557,10,621,630
64,least_to_most,4163,2356,6519,416.3,235.6,651.9,570,756,10,631,640
65,least_to_most,4127,3023,7150,412.7,302.3,715.0,590,807,10,641,650
66,least_to_most,4211,2695,6906,421.1,269.5,690.6,571,781,10,651,660
67,least_to_most,4389,3077,7466,438.9,307.7,746.6,595,987,10,661,670
68,least_to_most,4104,2939,7043,410.4,293.9,704.3,552,1505,10,671,680
69,least_to_most,4372,2944,7316,437.2,294.4,731.6,652,917,10,681,690
70,least_to_most,4136,2763,6899,413.6,276.3,689.9,612,791,10,691,700
71,least_to_most,4311,2734,7045,431.1,273.4,704.5,549,1009,10,701,710
72,least_to_most,4291,2603,6894,429.1,260.3,689.4,554,920,10,711,720
73,least_to_most,4166,3459,7625,416.6,345.9,762.5,564,1590,10,721,730
74,least_to_most,4225,2438,6663,422.5,243.8,666.3,545,773,10,731,740
75,least_to_most,4238,3299,7537,423.8,329.9,753.7,568,1450,10,741,750
76,least_to_most,4310,2639,6949,431.0,263.9,694.9,570,824,10,751,760
77,least_to_most,4225,3184,7409,422.5,318.4,740.9,579,1442,10,761,770
78,least_to_most,4349,3154,7503,434.9,315.4,750.3,603,1287,10,771,780
79,least_to_most,4303,3015,7318,430.3,301.5,731.8,601,962,10,781,790
80,least_to_most,4092,2785,6877,409.2,278.5,687.7,547,855,10,791,800
81,least_to_most,4132,3454,7586,413.2,345.4,758.6,600,1456,10,801,810
82,least_to_most,4169,2650,6819,416.9,265.0,681.9,548,925,10,811,820
83,least_to_most,4342,3170,7512,434.2,317.0,751.2,638,889,10,821,830
84,least_to_most,4526,2610,7136,452.6,261.0,713.6,575,952,10,831,840
85,least_to_most,4444,2874,7318,444.4,287.4,731.8,650,901,10,841,850
86,least_to_most,4305,3109,7414,430.5,310.9,741.4,609,949,10,851,860
87,least_to_most,4241,2989,7230,424.1,298.9,723.0,603,939,10,861,870
88,least_to_most,4154,2458,6612,415.4,245.8,661.2,572,781,10,871,880
89,least_to_most,4196,2983,7179,419.6,298.3,717.9,522,892,10,881,890
90,least_to_most,4149,2420,6569,414.9,242.0,656.9,529,786,10,891,900
91,least_to_most,4199,3643,7842,419.9,364.3,784.2,591,1419,10,901,910
92,least_to_most,4409,3410,7819,440.9,341.0,781.9,553,1336,10,911,920
93,least_to_most,4368,2969,7337,436.8,296.9,733.7,596,933,10,921,930
94,least_to_most,4457,3014,7471,445.7,301.4,747.1,574,1062,10,931,940
95,least_to_most,4226,2598,6824,422.6,259.8,682.4,589,954,10,941,950
96,least_to_most,4284,3189,7473,428.4,318.9,747.3,579,1081,10,951,960
97,least_to_most,4271,2645,6916,427.1,264.5,691.6,570,844,10,961,970
98,least_to_most,1796,1029,2825,449.0,257.25,706.25,590,826,4,971,974
