task_id,method,input_tokens,output_tokens,total_tokens,batch_index,num_samples
439,self_consistency_cot,1071,707,1778,43,3
440,self_consistency_cot,1125,748,1873,43,3
441,self_consistency_cot,1065,417,1482,44,3
442,self_consistency_cot,1173,935,2108,44,3
443,self_consistency_cot,1119,1694,2813,44,3
444,self_consistency_cot,1131,1095,2226,44,3
445,self_consistency_cot,1182,910,2092,44,3
446,self_consistency_cot,1149,1312,2461,44,3
447,self_consistency_cot,1071,651,1722,44,3
448,self_consistency_cot,1335,615,1950,44,3
449,self_consistency_cot,1215,1007,2222,44,3
450,self_consistency_cot,1083,757,1840,44,3
451,self_consistency_cot,1083,746,1829,45,3
452,self_consistency_cot,1116,562,1678,45,3
453,self_consistency_cot,1536,985,2521,45,3
454,self_consistency_cot,1152,617,1769,45,3
455,self_consistency_cot,1212,774,1986,45,3
456,self_consistency_cot,1080,734,1814,45,3
457,self_consistency_cot,1074,709,1783,45,3
458,self_consistency_cot,1044,694,1738,45,3
459,self_consistency_cot,1125,625,1750,45,3
460,self_consistency_cot,1044,799,1843,45,3
461,self_consistency_cot,1143,612,1755,46,3
462,self_consistency_cot,1161,990,2151,46,3
463,self_consistency_cot,1641,940,2581,46,3
464,self_consistency_cot,1074,930,2004,46,3
465,self_consistency_cot,1104,974,2078,46,3
466,self_consistency_cot,1470,1685,3155,46,3
467,self_consistency_cot,1272,652,1924,46,3
468,self_consistency_cot,1305,878,2183,46,3
469,self_consistency_cot,1479,1203,2682,46,3
470,self_consistency_cot,1116,1650,2766,46,3
471,self_consistency_cot,1149,990,2139,47,3
472,self_consistency_cot,1074,1204,2278,47,3
473,self_consistency_cot,1137,1113,2250,47,3
474,self_consistency_cot,1071,717,1788,47,3
475,self_consistency_cot,1083,910,1993,47,3
476,self_consistency_cot,1053,709,1762,47,3
477,self_consistency_cot,1032,572,1604,47,3
478,self_consistency_cot,1104,480,1584,47,3
479,self_consistency_cot,1095,720,1815,47,3
480,self_consistency_cot,1275,900,2175,47,3
481,self_consistency_cot,1260,1156,2416,48,3
482,self_consistency_cot,1128,1247,2375,48,3
483,self_consistency_cot,1215,2243,3458,48,3
484,self_consistency_cot,1113,1552,2665,48,3
485,self_consistency_cot,1446,1851,3297,48,3
486,self_consistency_cot,1302,903,2205,48,3
487,self_consistency_cot,1269,814,2083,48,3
488,self_consistency_cot,1131,1103,2234,48,3
489,self_consistency_cot,1239,1712,2951,48,3
490,self_consistency_cot,1161,1089,2250,48,3
491,self_consistency_cot,1098,922,2020,49,3
492,self_consistency_cot,1272,1357,2629,49,3
493,self_consistency_cot,2301,1059,3360,49,3
494,self_consistency_cot,1107,592,1699,49,3
495,self_consistency_cot,1116,789,1905,49,3
496,self_consistency_cot,1107,1072,2179,49,3
497,self_consistency_cot,1134,702,1836,49,3
498,self_consistency_cot,1203,929,2132,49,3
499,self_consistency_cot,1044,427,1471,49,3
500,self_consistency_cot,1089,578,1667,49,3
501,self_consistency_cot,1383,687,2070,50,3
502,self_consistency_cot,1041,685,1726,50,3
503,self_consistency_cot,1107,1618,2725,50,3
504,self_consistency_cot,1128,602,1730,50,3
505,self_consistency_cot,1173,1195,2368,50,3
506,self_consistency_cot,1431,728,2159,50,3
507,self_consistency_cot,1116,1189,2305,50,3
508,self_consistency_cot,1191,1245,2436,50,3
509,self_consistency_cot,1233,1096,2329,50,3
510,self_consistency_cot,1422,1055,2477,50,3
511,self_consistency_cot,1203,1818,3021,51,3
512,self_consistency_cot,1266,1616,2882,51,3
513,self_consistency_cot,1098,1127,2225,51,3
514,self_consistency_cot,1062,607,1669,51,3
515,self_consistency_cot,1458,890,2348,51,3
516,self_consistency_cot,1365,1830,3195,51,3
517,self_consistency_cot,1119,1553,2672,51,3
518,self_consistency_cot,1071,472,1543,51,3
519,self_consistency_cot,1134,626,1760,51,3
520,self_consistency_cot,1506,818,2324,51,3
521,self_consistency_cot,1122,716,1838,52,3
522,self_consistency_cot,1611,2302,3913,52,3
523,self_consistency_cot,1458,729,2187,52,3
524,self_consistency_cot,1422,1093,2515,52,3
525,self_consistency_cot,1095,663,1758,52,3
526,self_consistency_cot,1173,649,1822,52,3
527,self_consistency_cot,1185,1143,2328,52,3
528,self_consistency_cot,1134,930,2064,52,3
529,self_consistency_cot,1251,1578,2829,52,3
530,self_consistency_cot,1173,882,2055,52,3
531,self_consistency_cot,1326,996,2322,53,3
532,self_consistency_cot,1302,602,1904,53,3
533,self_consistency_cot,1125,1376,2501,53,3
534,self_consistency_cot,1098,786,1884,53,3
535,self_consistency_cot,1092,479,1571,53,3
536,self_consistency_cot,1035,1135,2170,53,3
537,self_consistency_cot,1143,910,2053,53,3
538,self_consistency_cot,1098,737,1835,53,3
539,self_consistency_cot,1116,909,2025,53,3
540,self_consistency_cot,1314,1039,2353,53,3
541,self_consistency_cot,1371,2565,3936,54,3
542,self_consistency_cot,1059,637,1696,54,3
543,self_consistency_cot,1146,733,1879,54,3
544,self_consistency_cot,1086,1493,2579,54,3
545,self_consistency_cot,1359,1649,3008,54,3
546,self_consistency_cot,1167,1627,2794,54,3
547,self_consistency_cot,1185,539,1724,54,3
548,self_consistency_cot,1401,2390,3791,54,3
549,self_consistency_cot,1194,794,1988,54,3
550,self_consistency_cot,1437,1094,2531,54,3
551,self_consistency_cot,1077,1421,2498,55,3
552,self_consistency_cot,1191,724,1915,55,3
553,self_consistency_cot,1095,704,1799,55,3
554,self_consistency_cot,1119,768,1887,55,3
555,self_consistency_cot,1098,553,1651,55,3
556,self_consistency_cot,1227,1722,2949,55,3
557,self_consistency_cot,1047,597,1644,55,3
558,self_consistency_cot,1074,835,1909,55,3
559,self_consistency_cot,1302,960,2262,55,3
560,self_consistency_cot,1098,1033,2131,55,3
561,self_consistency_cot,1119,964,2083,56,3
562,self_consistency_cot,1074,708,1782,56,3
563,self_consistency_cot,1062,782,1844,56,3
564,self_consistency_cot,1176,922,2098,56,3
565,self_consistency_cot,1035,678,1713,56,3
566,self_consistency_cot,1104,1471,2575,56,3
567,self_consistency_cot,1113,1409,2522,56,3
568,self_consistency_cot,1059,563,1622,56,3
569,self_consistency_cot,1068,1885,2953,56,3
570,self_consistency_cot,1185,1514,2699,56,3
571,self_consistency_cot,1455,1138,2593,57,3
572,self_consistency_cot,1068,1022,2090,57,3
573,self_consistency_cot,1104,798,1902,57,3
574,self_consistency_cot,1119,664,1783,57,3
575,self_consistency_cot,1185,903,2088,57,3
576,self_consistency_cot,1299,1357,2656,57,3
577,self_consistency_cot,1221,628,1849,57,3
578,self_consistency_cot,1119,1110,2229,57,3
579,self_consistency_cot,1122,900,2022,57,3
580,self_consistency_cot,1281,773,2054,57,3
581,self_consistency_cot,1071,640,1711,58,3
582,self_consistency_cot,1068,443,1511,58,3
583,self_consistency_cot,1167,713,1880,58,3
584,self_consistency_cot,1149,759,1908,58,3
585,self_consistency_cot,1101,1475,2576,58,3
586,self_consistency_cot,1089,1393,2482,58,3
587,self_consistency_cot,1056,632,1688,58,3
588,self_consistency_cot,1053,764,1817,58,3
589,self_consistency_cot,1203,881,2084,58,3
590,self_consistency_cot,1128,766,1894,58,3
591,self_consistency_cot,1149,925,2074,59,3
592,self_consistency_cot,1341,470,1811,59,3
593,self_consistency_cot,1077,927,2004,59,3
594,self_consistency_cot,1182,787,1969,59,3
595,self_consistency_cot,1245,832,2077,59,3
596,self_consistency_cot,1053,881,1934,59,3
