batch_index,method,sum_input_tokens,sum_output_tokens,sum_total_tokens,avg_input_tokens,avg_output_tokens,avg_total_tokens,min_total_tokens,max_total_tokens,tasks_in_batch,batch_start,batch_end
58,zero_shot,2008,3484,5492,200.8,348.4,549.2,449,702,10,571,580
59,zero_shot,1660,3427,5087,166.0,342.7,508.7,352,778,10,581,590
60,zero_shot,2024,3670,5694,202.4,367.0,569.4,420,830,10,591,600
61,zero_shot,1964,3903,5867,196.4,390.3,586.7,437,737,10,601,610
62,zero_shot,1777,3436,5213,177.7,343.6,521.3,443,720,10,611,620
63,zero_shot,2078,3793,5871,207.8,379.3,587.1,311,877,10,621,630
64,zero_shot,1797,3497,5294,179.7,349.7,529.4,412,819,10,631,640
65,zero_shot,1753,3556,5309,175.3,355.6,530.9,429,653,10,641,650
66,zero_shot,1846,3633,5479,184.6,363.3,547.9,479,714,10,651,660
67,zero_shot,2046,3620,5666,204.6,362.0,566.6,372,676,10,661,670
68,zero_shot,1732,3889,5621,173.2,388.9,562.1,355,1282,10,671,680
69,zero_shot,2034,3375,5409,203.4,337.5,540.9,451,663,10,681,690
70,zero_shot,1759,3954,5713,175.9,395.4,571.3,473,757,10,691,700
71,zero_shot,1971,3731,5702,197.1,373.1,570.2,417,904,10,701,710
72,zero_shot,1936,3613,5549,193.6,361.3,554.9,399,715,10,711,720
73,zero_shot,1799,3212,5011,179.9,321.2,501.1,383,848,10,721,730
74,zero_shot,1844,4026,5870,184.4,402.6,587.0,367,1260,10,731,740
75,zero_shot,1870,4321,6191,187.0,432.1,619.1,473,1214,10,741,750
76,zero_shot,1990,3347,5337,199.0,334.7,533.7,460,629,10,751,760
77,zero_shot,1857,3535,5392,185.7,353.5,539.2,462,655,10,761,770
78,zero_shot,2024,4167,6191,202.4,416.7,619.1,428,1201,10,771,780
79,zero_shot,1958,3589,5547,195.8,358.9,554.7,369,977,10,781,790
80,zero_shot,1704,3967,5671,170.4,396.7,567.1,429,791,10,791,800
81,zero_shot,1744,3677,5421,174.4,367.7,542.1,371,655,10,801,810
82,zero_shot,1796,3335,5131,179.6,333.5,513.1,360,684,10,811,820
83,zero_shot,1991,4496,6487,199.1,449.6,648.7,403,1202,10,821,830
84,zero_shot,2221,3465,5686,222.1,346.5,568.6,346,748,10,831,840
85,zero_shot,2112,4355,6467,211.2,435.5,646.7,467,1291,10,841,850
86,zero_shot,1950,3879,5829,195.0,387.9,582.9,384,1215,10,851,860
87,zero_shot,1894,3868,5762,189.4,386.8,576.2,447,765,10,861,870
88,zero_shot,1785,3374,5159,178.5,337.4,515.9,423,635,10,871,880
89,zero_shot,1825,3913,5738,182.5,391.3,573.8,495,653,10,881,890
90,zero_shot,1787,3486,5273,178.7,348.6,527.3,443,683,10,891,900
91,zero_shot,1827,3741,5568,182.7,374.1,556.8,318,690,10,901,910
92,zero_shot,2065,3603,5668,206.5,360.3,566.8,391,801,10,911,920
93,zero_shot,2036,3573,5609,203.6,357.3,560.9,431,813,10,921,930
94,zero_shot,2130,3901,6031,213.0,390.1,603.1,436,1002,10,931,940
95,zero_shot,1904,4275,6179,190.4,427.5,617.9,450,1143,10,941,950
96,zero_shot,1924,3874,5798,192.4,387.4,579.8,458,1210,10,951,960
97,zero_shot,1923,3509,5432,192.3,350.9,543.2,421,735,10,961,970
98,zero_shot,890,1268,2158,222.5,317.0,539.5,483,623,4,971,974
