task_id,method,input_tokens,output_tokens,total_tokens,batch_index
145,zero_shot,224,368,592,14
146,zero_shot,168,398,566,14
147,zero_shot,264,519,783,14
148,zero_shot,279,400,679,14
149,zero_shot,288,578,866,14
150,zero_shot,195,597,792,14
151,zero_shot,188,557,745,15
152,zero_shot,325,1024,1349,15
153,zero_shot,182,352,534,15
154,zero_shot,159,389,548,15
155,zero_shot,222,405,627,15
156,zero_shot,172,502,674,15
157,zero_shot,168,353,521,15
158,zero_shot,221,549,770,15
159,zero_shot,373,597,970,15
160,zero_shot,229,414,643,15
161,zero_shot,163,558,721,16
162,zero_shot,168,402,570,16
163,zero_shot,174,469,643,16
164,zero_shot,241,530,771,16
165,zero_shot,216,398,614,16
166,zero_shot,211,483,694,16
167,zero_shot,208,978,1186,16
168,zero_shot,166,303,469,16
169,zero_shot,212,416,628,16
170,zero_shot,237,483,720,16
171,zero_shot,158,348,506,17
172,zero_shot,203,540,743,17
173,zero_shot,165,446,611,17
174,zero_shot,172,381,553,17
175,zero_shot,237,538,775,17
176,zero_shot,160,364,524,17
177,zero_shot,168,402,570,17
178,zero_shot,185,339,524,17
179,zero_shot,314,519,833,17
180,zero_shot,211,529,740,17
181,zero_shot,315,334,649,18
182,zero_shot,255,1024,1279,18
183,zero_shot,210,529,739,18
184,zero_shot,163,346,509,18
185,zero_shot,186,510,696,18
186,zero_shot,184,556,740,18
187,zero_shot,258,541,799,18
188,zero_shot,208,524,732,18
189,zero_shot,294,501,795,18
190,zero_shot,180,602,782,18
191,zero_shot,191,268,459,19
192,zero_shot,204,503,707,19
193,zero_shot,159,317,476,19
194,zero_shot,241,1024,1265,19
195,zero_shot,237,394,631,19
196,zero_shot,169,327,496,19
197,zero_shot,189,269,458,19
198,zero_shot,198,459,657,19
199,zero_shot,204,555,759,19
200,zero_shot,181,354,535,19
201,zero_shot,150,351,501,20
202,zero_shot,192,362,554,20
203,zero_shot,194,409,603,20
204,zero_shot,181,345,526,20
205,zero_shot,171,359,530,20
206,zero_shot,179,722,901,20
207,zero_shot,315,498,813,20
208,zero_shot,193,540,733,20
209,zero_shot,172,332,504,20
210,zero_shot,193,390,583,20
211,zero_shot,171,262,433,21
212,zero_shot,187,359,546,21
213,zero_shot,189,308,497,21
214,zero_shot,160,342,502,21
215,zero_shot,209,437,646,21
216,zero_shot,198,468,666,21
217,zero_shot,189,460,649,21
218,zero_shot,185,352,537,21
219,zero_shot,226,422,648,21
220,zero_shot,164,457,621,21
221,zero_shot,168,316,484,22
222,zero_shot,184,409,593,22
223,zero_shot,344,655,999,22
224,zero_shot,174,527,701,22
225,zero_shot,234,633,867,22
226,zero_shot,183,356,539,22
227,zero_shot,203,772,975,22
228,zero_shot,221,607,828,22
229,zero_shot,212,459,671,22
230,zero_shot,156,446,602,22
231,zero_shot,387,318,705,23
232,zero_shot,164,364,528,23
233,zero_shot,176,523,699,23
234,zero_shot,152,325,477,23
235,zero_shot,214,919,1133,23
236,zero_shot,250,286,536,23
237,zero_shot,181,453,634,23
238,zero_shot,176,317,493,23
239,zero_shot,321,415,736,23
240,zero_shot,163,354,517,23
241,zero_shot,180,433,613,24
242,zero_shot,163,328,491,24
243,zero_shot,218,430,648,24
244,zero_shot,176,462,638,24
245,zero_shot,386,347,733,24
246,zero_shot,224,369,593,24
247,zero_shot,352,391,743,24
248,zero_shot,175,429,604,24
249,zero_shot,175,507,682,24
250,zero_shot,177,446,623,24
251,zero_shot,161,687,848,25
252,zero_shot,160,339,499,25
253,zero_shot,177,365,542,25
254,zero_shot,158,631,789,25
255,zero_shot,169,765,934,25
256,zero_shot,215,429,644,25
257,zero_shot,160,353,513,25
258,zero_shot,175,353,528,25
259,zero_shot,209,432,641,25
260,zero_shot,187,422,609,25
261,zero_shot,185,301,486,26
262,zero_shot,158,408,566,26
263,zero_shot,160,622,782,26
264,zero_shot,204,439,643,26
265,zero_shot,156,399,555,26
266,zero_shot,163,499,662,26
267,zero_shot,155,399,554,26
268,zero_shot,160,392,552,26
269,zero_shot,153,564,717,26
270,zero_shot,208,424,632,26
271,zero_shot,197,626,823,27
272,zero_shot,163,343,506,27
273,zero_shot,184,449,633,27
274,zero_shot,170,628,798,27
275,zero_shot,249,443,692,27
276,zero_shot,163,499,662,27
277,zero_shot,165,470,635,27
278,zero_shot,177,408,585,27
279,zero_shot,158,462,620,27
280,zero_shot,201,349,550,27
281,zero_shot,165,308,473,28
282,zero_shot,173,359,532,28
283,zero_shot,216,825,1041,28
284,zero_shot,161,392,553,28
285,zero_shot,194,298,492,28
286,zero_shot,288,909,1197,28
287,zero_shot,160,342,502,28
288,zero_shot,204,448,652,28
289,zero_shot,254,956,1210,28
290,zero_shot,187,373,560,28
291,zero_shot,260,586,846,29
292,zero_shot,150,426,576,29
293,zero_shot,167,544,711,29
294,zero_shot,168,387,555,29
295,zero_shot,185,534,719,29
296,zero_shot,207,334,541,29
297,zero_shot,256,508,764,29
298,zero_shot,173,432,605,29
299,zero_shot,193,434,627,29
300,zero_shot,206,405,611,29
301,zero_shot,176,499,675,30
302,zero_shot,220,371,591,30
303,zero_shot,201,484,685,30
304,zero_shot,241,573,814,30
305,zero_shot,183,335,518,30
306,zero_shot,406,746,1152,30
307,zero_shot,190,435,625,30
308,zero_shot,178,505,683,30
309,zero_shot,158,426,584,30
310,zero_shot,166,455,621,30
311,zero_shot,233,406,639,31
312,zero_shot,169,301,470,31
313,zero_shot,160,393,553,31
314,zero_shot,248,506,754,31
315,zero_shot,345,380,725,31
316,zero_shot,246,443,689,31
317,zero_shot,206,401,607,31
318,zero_shot,212,366,578,31
319,zero_shot,165,520,685,31
320,zero_shot,209,414,623,31
321,zero_shot,213,468,681,32
322,zero_shot,181,327,508,32
323,zero_shot,452,574,1026,32
324,zero_shot,208,354,562,32
325,zero_shot,229,536,765,32
326,zero_shot,213,464,677,32
327,zero_shot,175,509,684,32
328,zero_shot,164,458,622,32
329,zero_shot,176,328,504,32
330,zero_shot,163,330,493,32
331,zero_shot,199,349,548,33
332,zero_shot,192,434,626,33
333,zero_shot,160,402,562,33
334,zero_shot,185,372,557,33
335,zero_shot,169,544,713,33
336,zero_shot,165,477,642,33
337,zero_shot,189,371,560,33
338,zero_shot,262,405,667,33
339,zero_shot,163,448,611,33
340,zero_shot,172,421,593,33
341,zero_shot,158,340,498,34
342,zero_shot,420,499,919,34
343,zero_shot,194,360,554,34
344,zero_shot,172,378,550,34
345,zero_shot,176,454,630,34
346,zero_shot,209,399,608,34
347,zero_shot,196,447,643,34
348,zero_shot,263,403,666,34
349,zero_shot,192,305,497,34
350,zero_shot,235,404,639,34
351,zero_shot,264,373,637,35
352,zero_shot,192,518,710,35
353,zero_shot,162,406,568,35
354,zero_shot,163,415,578,35
355,zero_shot,246,319,565,35
356,zero_shot,155,392,547,35
357,zero_shot,166,411,577,35
358,zero_shot,175,535,710,35
359,zero_shot,180,309,489,35
360,zero_shot,161,335,496,35
361,zero_shot,160,337,497,36
362,zero_shot,210,404,614,36
363,zero_shot,173,421,594,36
364,zero_shot,314,417,731,36
365,zero_shot,171,355,526,36
366,zero_shot,172,424,596,36
367,zero_shot,329,700,1029,36
368,zero_shot,164,386,550,36
369,zero_shot,170,507,677,36
370,zero_shot,169,313,482,36
371,zero_shot,232,520,752,37
372,zero_shot,192,391,583,37
373,zero_shot,158,483,641,37
374,zero_shot,275,406,681,37
375,zero_shot,173,502,675,37
376,zero_shot,193,368,561,37
377,zero_shot,200,396,596,37
378,zero_shot,167,280,447,37
379,zero_shot,170,360,530,37
380,zero_shot,204,454,658,37
381,zero_shot,182,400,582,38
382,zero_shot,300,432,732,38
383,zero_shot,222,261,483,38
384,zero_shot,230,408,638,38
385,zero_shot,206,398,604,38
386,zero_shot,281,408,689,38
387,zero_shot,271,1024,1295,38
388,zero_shot,204,529,733,38
389,zero_shot,200,421,621,38
390,zero_shot,161,410,571,38
391,zero_shot,186,384,570,39
392,zero_shot,270,480,750,39
393,zero_shot,197,433,630,39
394,zero_shot,192,368,560,39
395,zero_shot,243,387,630,39
396,zero_shot,196,477,673,39
397,zero_shot,221,379,600,39
398,zero_shot,172,335,507,39
399,zero_shot,189,388,577,39
400,zero_shot,169,367,536,39
401,zero_shot,210,428,638,40
402,zero_shot,234,527,761,40
403,zero_shot,300,438,738,40
404,zero_shot,158,475,633,40
405,zero_shot,169,413,582,40
406,zero_shot,234,523,757,40
407,zero_shot,260,578,838,40
408,zero_shot,316,530,846,40
409,zero_shot,171,493,664,40
410,zero_shot,165,382,547,40
411,zero_shot,171,466,637,41
412,zero_shot,167,353,520,41
413,zero_shot,165,412,577,41
414,zero_shot,230,409,639,41
415,zero_shot,257,421,678,41
416,zero_shot,239,488,727,41
417,zero_shot,218,363,581,41
418,zero_shot,159,333,492,41
419,zero_shot,185,440,625,41
420,zero_shot,185,361,546,41
421,zero_shot,199,357,556,42
422,zero_shot,193,478,671,42
423,zero_shot,409,448,857,42
424,zero_shot,170,353,523,42
425,zero_shot,193,388,581,42
426,zero_shot,171,341,512,42
427,zero_shot,187,434,621,42
428,zero_shot,263,371,634,42
429,zero_shot,187,513,700,42
430,zero_shot,178,507,685,42
431,zero_shot,178,254,432,43
432,zero_shot,167,513,680,43
433,zero_shot,193,674,867,43
434,zero_shot,187,404,591,43
435,zero_shot,150,452,602,43
436,zero_shot,160,481,641,43
437,zero_shot,192,338,530,43
438,zero_shot,237,407,644,43
439,zero_shot,160,334,494,43
440,zero_shot,181,479,660,43
441,zero_shot,157,436,593,44
442,zero_shot,201,379,580,44
443,zero_shot,176,390,566,44
444,zero_shot,189,497,686,44
445,zero_shot,206,616,822,44
446,zero_shot,188,395,583,44
447,zero_shot,171,363,534,44
448,zero_shot,271,318,589,44
449,zero_shot,216,677,893,44
450,zero_shot,162,431,593,44
451,zero_shot,162,534,696,45
452,zero_shot,181,401,582,45
453,zero_shot,333,478,811,45
454,zero_shot,193,363,556,45
455,zero_shot,207,410,617,45
456,zero_shot,163,303,466,45
457,zero_shot,159,338,497,45
458,zero_shot,150,391,541,45
459,zero_shot,183,393,576,45
460,zero_shot,150,350,500,45
461,zero_shot,188,274,462,46
462,zero_shot,197,394,591,46
463,zero_shot,419,377,796,46
464,zero_shot,160,409,569,46
465,zero_shot,170,385,555,46
466,zero_shot,332,464,796,46
467,zero_shot,233,616,849,46
468,zero_shot,273,370,643,46
469,zero_shot,341,353,694,46
470,zero_shot,177,321,498,46
471,zero_shot,187,437,624,47
472,zero_shot,164,456,620,47
473,zero_shot,192,608,800,47
474,zero_shot,161,453,614,47
475,zero_shot,169,433,602,47
476,zero_shot,156,321,477,47
477,zero_shot,145,594,739,47
478,zero_shot,178,527,705,47
479,zero_shot,169,427,596,47
480,zero_shot,248,375,623,47
481,zero_shot,244,371,615,48
482,zero_shot,193,331,524,48
483,zero_shot,204,362,566,48
484,zero_shot,179,471,650,48
485,zero_shot,331,634,965,48
486,zero_shot,257,507,764,48
487,zero_shot,260,449,709,48
488,zero_shot,177,486,663,48
489,zero_shot,231,475,706,48
490,zero_shot,194,465,659,48
491,zero_shot,171,537,708,49
492,zero_shot,257,395,652,49
493,zero_shot,608,763,1371,49
494,zero_shot,176,1024,1200,49
495,zero_shot,183,434,617,49
496,zero_shot,179,356,535,49
497,zero_shot,181,403,584,49
498,zero_shot,210,505,715,49
499,zero_shot,148,251,399,49
500,zero_shot,170,327,497,49
501,zero_shot,290,609,899,50
502,zero_shot,148,360,508,50
503,zero_shot,180,439,619,50
504,zero_shot,177,448,625,50
505,zero_shot,197,366,563,50
506,zero_shot,326,536,862,50
507,zero_shot,173,417,590,50
508,zero_shot,204,358,562,50
509,zero_shot,215,470,685,50
510,zero_shot,309,416,725,50
511,zero_shot,206,497,703,51
512,zero_shot,254,449,703,51
513,zero_shot,169,318,487,51
514,zero_shot,159,300,459,51
515,zero_shot,336,514,850,51
516,zero_shot,290,403,693,51
517,zero_shot,176,341,517,51
518,zero_shot,165,537,702,51
519,zero_shot,178,609,787,51
520,zero_shot,345,501,846,51
521,zero_shot,175,384,559,52
522,zero_shot,399,405,804,52
523,zero_shot,307,425,732,52
524,zero_shot,321,458,779,52
525,zero_shot,165,471,636,52
526,zero_shot,205,423,628,52
527,zero_shot,205,572,777,52
528,zero_shot,187,334,521,52
529,zero_shot,230,600,830,52
530,zero_shot,201,394,595,52
531,zero_shot,261,476,737,53
532,zero_shot,258,308,566,53
533,zero_shot,185,495,680,53
534,zero_shot,174,412,586,53
535,zero_shot,165,392,557,53
536,zero_shot,148,556,704,53
537,zero_shot,190,411,601,53
538,zero_shot,170,461,631,53
539,zero_shot,172,383,555,53
540,zero_shot,257,433,690,53
541,zero_shot,298,676,974,54
542,zero_shot,157,463,620,54
543,zero_shot,188,320,508,54
544,zero_shot,169,310,479,54
545,zero_shot,274,1024,1298,54
546,zero_shot,200,407,607,54
547,zero_shot,193,484,677,54
548,zero_shot,315,417,732,54
549,zero_shot,204,292,496,54
550,zero_shot,307,616,923,54
551,zero_shot,161,350,511,55
552,zero_shot,221,404,625,55
553,zero_shot,172,427,599,55
554,zero_shot,182,340,522,55
555,zero_shot,167,368,535,55
556,zero_shot,216,409,625,55
557,zero_shot,150,399,549,55
558,zero_shot,166,468,634,55
559,zero_shot,255,472,727,55
560,zero_shot,173,523,696,55
561,zero_shot,188,381,569,56
562,zero_shot,164,355,519,56
563,zero_shot,157,466,623,56
564,zero_shot,204,431,635,56
565,zero_shot,144,449,593,56
566,zero_shot,178,498,676,56
567,zero_shot,175,346,521,56
568,zero_shot,156,492,648,56
569,zero_shot,159,559,718,56
570,zero_shot,206,376,582,56
571,zero_shot,327,898,1225,57
572,zero_shot,165,383,548,57
573,zero_shot,173,365,538,57
574,zero_shot,184,509,693,57
575,zero_shot,201,529,730,57
576,zero_shot,251,665,916,57
577,zero_shot,205,358,563,57
578,zero_shot,175,598,773,57
579,zero_shot,182,429,611,57
580,zero_shot,260,544,804,57
581,zero_shot,156,365,521,58
582,zero_shot,158,446,604,58
583,zero_shot,200,515,715,58
584,zero_shot,190,733,923,58
585,zero_shot,175,512,687,58
586,zero_shot,164,419,583,58
587,zero_shot,155,424,579,58
588,zero_shot,156,410,566,58
589,zero_shot,213,475,688,58
590,zero_shot,190,898,1088,58
591,zero_shot,194,314,508,59
592,zero_shot,271,693,964,59
593,zero_shot,160,532,692,59
594,zero_shot,202,509,711,59
595,zero_shot,222,530,752,59
596,zero_shot,156,428,584,59
597,zero_shot,356,579,935,59
598,zero_shot,234,450,684,59
599,zero_shot,178,389,567,59
600,zero_shot,167,355,522,59
601,zero_shot,327,516,843,60
602,zero_shot,186,382,568,60
603,zero_shot,286,315,601,60
604,zero_shot,152,363,515,60
605,zero_shot,191,1024,1215,60
606,zero_shot,160,490,650,60
607,zero_shot,208,450,658,60
608,zero_shot,258,356,614,60
609,zero_shot,164,524,688,60
610,zero_shot,164,413,577,60
611,zero_shot,170,377,547,61
612,zero_shot,152,388,540,61
613,zero_shot,167,441,608,61
614,zero_shot,163,332,495,61
615,zero_shot,164,368,532,61
616,zero_shot,188,502,690,61
617,zero_shot,233,414,647,61
618,zero_shot,173,596,769,61
619,zero_shot,192,357,549,61
620,zero_shot,276,426,702,61
621,zero_shot,177,541,718,62
622,zero_shot,322,770,1092,62
623,zero_shot,172,424,596,62
624,zero_shot,145,322,467,62
625,zero_shot,194,312,506,62
626,zero_shot,159,362,521,62
627,zero_shot,240,532,772,62
628,zero_shot,341,422,763,62
629,zero_shot,182,336,518,62
630,zero_shot,240,414,654,62
631,zero_shot,187,341,528,63
632,zero_shot,191,407,598,63
633,zero_shot,202,340,542,63
634,zero_shot,196,456,652,63
635,zero_shot,194,525,719,63
636,zero_shot,171,296,467,63
637,zero_shot,180,382,562,63
638,zero_shot,221,499,720,63
639,zero_shot,184,381,565,63
640,zero_shot,168,521,689,63
641,zero_shot,159,408,567,64
642,zero_shot,176,601,777,64
643,zero_shot,195,1024,1219,64
644,zero_shot,169,318,487,64
645,zero_shot,206,440,646,64
646,zero_shot,180,423,603,64
647,zero_shot,163,453,616,64
648,zero_shot,201,638,839,64
649,zero_shot,237,505,742,64
650,zero_shot,209,506,715,64
651,zero_shot,175,365,540,65
652,zero_shot,178,504,682,65
653,zero_shot,179,423,602,65
654,zero_shot,157,406,563,65
655,zero_shot,187,1024,1211,65
656,zero_shot,199,496,695,65
657,zero_shot,237,431,668,65
658,zero_shot,210,404,614,65
659,zero_shot,221,409,630,65
660,zero_shot,202,380,582,65
661,zero_shot,332,506,838,66
662,zero_shot,167,646,813,66
663,zero_shot,224,501,725,66
664,zero_shot,218,418,636,66
665,zero_shot,203,416,619,66
666,zero_shot,176,384,560,66
667,zero_shot,170,398,568,66
668,zero_shot,169,348,517,66
669,zero_shot,349,552,901,66
670,zero_shot,168,310,478,66
671,zero_shot,267,434,701,67
672,zero_shot,215,855,1070,67
673,zero_shot,167,418,585,67
674,zero_shot,175,438,613,67
675,zero_shot,186,367,553,67
676,zero_shot,170,409,579,67
677,zero_shot,173,424,597,67
678,zero_shot,158,435,593,67
679,zero_shot,152,385,537,67
680,zero_shot,166,321,487,67
681,zero_shot,212,437,649,68
682,zero_shot,173,484,657,68
683,zero_shot,216,559,775,68
684,zero_shot,250,438,688,68
685,zero_shot,266,537,803,68
686,zero_shot,187,432,619,68
687,zero_shot,207,776,983,68
688,zero_shot,166,411,577,68
689,zero_shot,296,446,742,68
690,zero_shot,180,458,638,68
691,zero_shot,213,387,600,69
692,zero_shot,199,359,558,69
693,zero_shot,161,461,622,69
694,zero_shot,167,430,597,69
695,zero_shot,183,531,714,69
696,zero_shot,163,423,586,69
697,zero_shot,175,310,485,69
698,zero_shot,189,489,678,69
699,zero_shot,222,457,679,69
700,zero_shot,185,529,714,69
701,zero_shot,200,352,552,70
702,zero_shot,357,428,785,70
703,zero_shot,162,311,473,70
704,zero_shot,175,412,587,70
705,zero_shot,165,419,584,70
706,zero_shot,227,457,684,70
707,zero_shot,266,1024,1290,70
708,zero_shot,151,323,474,70
709,zero_shot,232,412,644,70
710,zero_shot,171,308,479,70
711,zero_shot,257,946,1203,71
712,zero_shot,182,441,623,71
713,zero_shot,166,297,463,71
714,zero_shot,270,646,916,71
715,zero_shot,168,483,651,71
716,zero_shot,156,416,572,71
717,zero_shot,295,434,729,71
718,zero_shot,166,303,469,71
719,zero_shot,183,410,593,71
720,zero_shot,202,469,671,71
721,zero_shot,368,428,796,72
722,zero_shot,178,652,830,72
723,zero_shot,174,377,551,72
724,zero_shot,164,628,792,72
725,zero_shot,162,474,636,72
726,zero_shot,177,433,610,72
727,zero_shot,162,481,643,72
728,zero_shot,178,416,594,72
729,zero_shot,173,487,660,72
730,zero_shot,165,471,636,72
731,zero_shot,184,577,761,73
732,zero_shot,156,507,663,73
733,zero_shot,246,415,661,73
734,zero_shot,218,398,616,73
735,zero_shot,244,1024,1268,73
736,zero_shot,165,544,709,73
737,zero_shot,200,464,664,73
738,zero_shot,177,409,586,73
739,zero_shot,172,421,593,73
740,zero_shot,185,347,532,73
741,zero_shot,185,410,595,74
742,zero_shot,167,444,611,74
743,zero_shot,166,450,616,74
744,zero_shot,166,373,539,74
745,zero_shot,203,664,867,74
746,zero_shot,186,542,728,74
747,zero_shot,433,438,871,74
748,zero_shot,174,609,783,74
749,zero_shot,171,394,565,74
750,zero_shot,162,406,568,74
751,zero_shot,266,471,737,75
752,zero_shot,227,499,726,75
753,zero_shot,169,487,656,75
754,zero_shot,195,646,841,75
755,zero_shot,259,330,589,75
756,zero_shot,190,512,702,75
757,zero_shot,218,378,596,75
758,zero_shot,200,427,627,75
759,zero_shot,194,390,584,75
760,zero_shot,176,327,503,75
761,zero_shot,186,618,804,76
762,zero_shot,186,351,537,76
763,zero_shot,214,589,803,76
764,zero_shot,190,431,621,76
765,zero_shot,178,595,773,76
766,zero_shot,207,400,607,76
767,zero_shot,205,688,893,76
768,zero_shot,210,359,569,76
769,zero_shot,168,519,687,76
770,zero_shot,203,338,541,76
771,zero_shot,282,634,916,77
772,zero_shot,185,406,591,77
773,zero_shot,187,452,639,77
774,zero_shot,216,663,879,77
775,zero_shot,164,484,648,77
776,zero_shot,317,827,1144,77
777,zero_shot,204,364,568,77
778,zero_shot,176,560,736,77
779,zero_shot,199,404,603,77
780,zero_shot,199,384,583,77
781,zero_shot,258,773,1031,78
782,zero_shot,199,341,540,78
783,zero_shot,372,638,1010,78
784,zero_shot,202,360,562,78
785,zero_shot,188,1024,1212,78
786,zero_shot,165,456,621,78
787,zero_shot,189,264,453,78
788,zero_shot,164,306,470,78
789,zero_shot,163,440,603,78
790,zero_shot,164,380,544,78
791,zero_shot,187,341,528,79
792,zero_shot,149,311,460,79
793,zero_shot,236,418,654,79
794,zero_shot,194,556,750,79
795,zero_shot,175,416,591,79
796,zero_shot,163,321,484,79
797,zero_shot,202,425,627,79
798,zero_shot,163,329,492,79
799,zero_shot,168,481,649,79
800,zero_shot,161,443,604,79
801,zero_shot,186,494,680,80
802,zero_shot,180,344,524,80
803,zero_shot,198,587,785,80
804,zero_shot,181,432,613,80
805,zero_shot,151,390,541,80
806,zero_shot,236,407,643,80
807,zero_shot,168,382,550,80
808,zero_shot,178,331,509,80
809,zero_shot,183,335,518,80
810,zero_shot,181,349,530,80
811,zero_shot,166,396,562,81
812,zero_shot,159,463,622,81
813,zero_shot,162,430,592,81
814,zero_shot,156,396,552,81
815,zero_shot,269,741,1010,81
816,zero_shot,177,336,513,81
817,zero_shot,180,436,616,81
818,zero_shot,190,342,532,81
819,zero_shot,262,430,692,81
820,zero_shot,167,461,628,81
821,zero_shot,175,487,662,82
822,zero_shot,279,1024,1303,82
823,zero_shot,234,407,641,82
824,zero_shot,167,430,597,82
825,zero_shot,163,350,513,82
826,zero_shot,292,481,773,82
827,zero_shot,160,349,509,82
828,zero_shot,244,454,698,82
829,zero_shot,220,284,504,82
830,zero_shot,173,649,822,82
831,zero_shot,204,327,531,83
832,zero_shot,179,402,581,83
833,zero_shot,167,409,576,83
834,zero_shot,405,642,1047,83
835,zero_shot,163,448,611,83
836,zero_shot,318,466,784,83
837,zero_shot,190,358,548,83
838,zero_shot,328,574,902,83
839,zero_shot,236,417,653,83
840,zero_shot,171,336,507,83
841,zero_shot,212,387,599,84
842,zero_shot,223,344,567,84
843,zero_shot,255,314,569,84
844,zero_shot,253,631,884,84
845,zero_shot,230,371,601,84
846,zero_shot,283,395,678,84
847,zero_shot,142,474,616,84
848,zero_shot,169,477,646,84
849,zero_shot,237,455,692,84
850,zero_shot,228,397,625,84
851,zero_shot,180,447,627,85
852,zero_shot,178,359,537,85
853,zero_shot,296,479,775,85
854,zero_shot,161,407,568,85
855,zero_shot,208,480,688,85
856,zero_shot,308,370,678,85
857,zero_shot,158,363,521,85
858,zero_shot,152,336,488,85
859,zero_shot,212,496,708,85
860,zero_shot,195,469,664,85
861,zero_shot,178,365,543,86
862,zero_shot,196,661,857,86
863,zero_shot,311,524,835,86
864,zero_shot,173,614,787,86
865,zero_shot,166,385,551,86
866,zero_shot,220,394,614,86
867,zero_shot,196,374,570,86
