batch_index,method,sum_input_tokens,sum_output_tokens,sum_total_tokens,avg_input_tokens,avg_output_tokens,avg_total_tokens,min_total_tokens,max_total_tokens,tasks_in_batch,batch_start,batch_end
29,few_shot,4378,2220,6598,437.8,222.0,659.8,586,855,10,281,290
30,few_shot,4346,2462,6808,434.6,246.2,680.8,550,814,10,291,300
31,few_shot,4469,2825,7294,446.9,282.5,729.4,545,983,10,301,310
32,few_shot,4602,2494,7096,460.2,249.4,709.6,589,864,10,311,320
33,few_shot,4492,3561,8053,449.2,356.1,805.3,616,1470,10,321,330
34,few_shot,4290,2147,6437,429.0,214.7,643.7,501,777,10,331,340
35,few_shot,4580,2214,6794,458.0,221.4,679.4,621,978,10,341,350
36,few_shot,4275,2357,6632,427.5,235.7,663.2,554,918,10,351,360
37,few_shot,4373,2595,6968,437.3,259.5,696.8,600,816,10,361,370
38,few_shot,4340,3343,7683,434.0,334.3,768.3,607,1512,10,371,380
39,few_shot,4604,2264,6868,460.4,226.4,686.8,567,799,10,381,390
40,few_shot,4373,2318,6691,437.3,231.8,669.1,601,756,10,391,400
41,few_shot,4552,2450,7002,455.2,245.0,700.2,573,939,10,401,410
42,few_shot,4345,2510,6855,434.5,251.0,685.5,571,807,10,411,420
43,few_shot,4518,2470,6988,451.8,247.0,698.8,615,949,10,421,430
44,few_shot,4248,2154,6402,424.8,215.4,640.2,532,751,10,431,440
45,few_shot,4331,2343,6674,433.1,234.3,667.4,530,797,10,441,450
46,few_shot,4312,1891,6203,431.2,189.1,620.3,545,764,10,451,460
47,few_shot,4745,2510,7255,474.5,251.0,725.5,614,880,10,461,470
48,few_shot,4181,2270,6451,418.1,227.0,645.1,511,775,10,471,480
49,few_shot,4578,2567,7145,457.8,256.7,714.5,563,810,10,481,490
50,few_shot,4647,2426,7073,464.7,242.6,707.3,509,1265,10,491,500
51,few_shot,4565,2388,6953,456.5,238.8,695.3,535,836,10,501,510
52,few_shot,4584,2220,6804,458.4,222.0,680.4,530,832,10,511,520
53,few_shot,4698,2515,7213,469.8,251.5,721.3,628,867,10,521,530
54,few_shot,4373,2639,7012,437.3,263.9,701.2,556,842,10,531,540
55,few_shot,4625,2197,6822,462.5,219.7,682.2,585,896,10,541,550
56,few_shot,4266,2360,6626,426.6,236.0,662.6,557,739,10,551,560
57,few_shot,4155,2273,6428,415.5,227.3,642.8,529,760,10,561,570
58,few_shot,4481,2902,7383,448.1,290.2,738.3,625,1001,10,571,580
59,few_shot,4185,2577,6762,418.5,257.7,676.2,508,922,10,581,590
60,few_shot,4516,2292,6808,451.6,229.2,680.8,546,1031,10,591,600
61,few_shot,4446,2397,6843,444.6,239.7,684.3,558,876,10,601,610
62,few_shot,4285,2656,6941,428.5,265.6,694.1,627,753,10,611,620
63,few_shot,4527,2585,7112,452.7,258.5,711.2,513,970,10,621,630
64,few_shot,4303,2255,6558,430.3,225.5,655.8,580,745,10,631,640
65,few_shot,4267,2839,7106,426.7,283.9,710.6,586,823,10,641,650
66,few_shot,4351,2381,6732,435.1,238.1,673.2,586,769,10,651,660
67,few_shot,4529,2493,7022,452.9,249.3,702.2,613,883,10,661,670
68,few_shot,4244,2264,6508,424.4,226.4,650.8,558,754,10,671,680
69,few_shot,4512,3070,7582,451.2,307.0,758.2,595,1508,10,681,690
70,few_shot,4276,2783,7059,427.6,278.3,705.9,571,860,10,691,700
71,few_shot,4451,2550,7001,445.1,255.0,700.1,547,918,10,701,710
72,few_shot,4431,2450,6881,443.1,245.0,688.1,538,868,10,711,720
73,few_shot,4306,2973,7279,430.6,297.3,727.9,609,966,10,721,730
74,few_shot,4365,2473,6838,436.5,247.3,683.8,559,832,10,731,740
75,few_shot,4378,2652,7030,437.8,265.2,703.0,569,1013,10,741,750
76,few_shot,4450,2681,7131,445.0,268.1,713.1,615,835,10,751,760
77,few_shot,4365,2171,6536,436.5,217.1,653.6,567,753,10,761,770
78,few_shot,4489,2682,7171,448.9,268.2,717.1,565,826,10,771,780
79,few_shot,4443,2496,6939,444.3,249.6,693.9,601,869,10,781,790
80,few_shot,4232,2368,6600,423.2,236.8,660.0,564,856,10,791,800
81,few_shot,4272,2179,6451,427.2,217.9,645.1,608,733,10,801,810
82,few_shot,4309,2345,6654,430.9,234.5,665.4,551,843,10,811,820
83,few_shot,4482,2800,7282,448.2,280.0,728.2,656,805,10,821,830
84,few_shot,4666,2231,6897,466.6,223.1,689.7,568,835,10,831,840
85,few_shot,4584,3185,7769,458.4,318.5,776.9,605,1506,10,841,850
86,few_shot,4445,2538,6983,444.5,253.8,698.3,595,920,10,851,860
87,few_shot,4381,2965,7346,438.1,296.5,734.6,610,1000,10,861,870
88,few_shot,4294,3082,7376,429.4,308.2,737.6,579,1474,10,871,880
89,few_shot,4336,2618,6954,433.6,261.8,695.4,532,902,10,881,890
90,few_shot,4289,2174,6463,428.9,217.4,646.3,525,776,10,891,900
91,few_shot,4339,2190,6529,433.9,219.0,652.9,522,731,10,901,910
92,few_shot,4549,2475,7024,454.9,247.5,702.4,589,852,10,911,920
93,few_shot,4508,2629,7137,450.8,262.9,713.7,569,883,10,921,930
94,few_shot,4597,2687,7284,459.7,268.7,728.4,564,1117,10,931,940
95,few_shot,4366,2447,6813,436.6,244.7,681.3,560,940,10,941,950
96,few_shot,4424,2374,6798,442.4,237.4,679.8,572,928,10,951,960
97,few_shot,4411,2241,6652,441.1,224.1,665.2,584,809,10,961,970
98,few_shot,1852,1075,2927,463.0,268.75,731.75,597,854,4,971,974
