task_id,method,input_tokens,output_tokens,total_tokens,batch_index
106,zero_shot,158,277,435,10
107,zero_shot,255,323,578,10
108,zero_shot,199,382,581,10
109,zero_shot,176,227,403,10
110,zero_shot,226,388,614,10
111,zero_shot,159,645,804,11
112,zero_shot,139,367,506,11
113,zero_shot,248,415,663,11
114,zero_shot,168,341,509,11
115,zero_shot,150,277,427,11
116,zero_shot,154,390,544,11
117,zero_shot,214,306,520,11
118,zero_shot,150,298,448,11
119,zero_shot,161,417,578,11
120,zero_shot,163,423,586,11
121,zero_shot,225,426,651,12
122,zero_shot,271,419,690,12
123,zero_shot,308,416,724,12
124,zero_shot,162,316,478,12
125,zero_shot,225,1024,1249,12
126,zero_shot,179,530,709,12
127,zero_shot,197,391,588,12
128,zero_shot,180,386,566,12
129,zero_shot,319,466,785,12
130,zero_shot,188,271,459,12
131,zero_shot,230,273,503,13
132,zero_shot,146,332,478,13
133,zero_shot,173,391,564,13
134,zero_shot,212,458,670,13
135,zero_shot,141,286,427,13
136,zero_shot,308,296,604,13
137,zero_shot,193,380,573,13
138,zero_shot,174,542,716,13
139,zero_shot,151,280,431,13
140,zero_shot,190,364,554,13
141,zero_shot,238,357,595,14
142,zero_shot,171,330,501,14
143,zero_shot,155,302,457,14
144,zero_shot,183,283,466,14
145,zero_shot,208,289,497,14
146,zero_shot,156,431,587,14
147,zero_shot,244,448,692,14
148,zero_shot,266,428,694,14
149,zero_shot,266,335,601,14
150,zero_shot,185,377,562,14
151,zero_shot,178,491,669,15
152,zero_shot,317,411,728,15
153,zero_shot,172,404,576,15
154,zero_shot,151,456,607,15
155,zero_shot,214,427,641,15
156,zero_shot,164,429,593,15
157,zero_shot,160,365,525,15
158,zero_shot,213,269,482,15
159,zero_shot,346,461,807,15
160,zero_shot,210,473,683,15
161,zero_shot,155,270,425,16
162,zero_shot,160,381,541,16
163,zero_shot,164,466,630,16
164,zero_shot,233,251,484,16
165,zero_shot,208,303,511,16
166,zero_shot,202,314,516,16
167,zero_shot,200,1024,1224,16
168,zero_shot,158,427,585,16
169,zero_shot,195,289,484,16
170,zero_shot,189,294,483,16
171,zero_shot,146,234,380,17
172,zero_shot,192,337,529,17
173,zero_shot,156,249,405,17
174,zero_shot,164,272,436,17
175,zero_shot,225,347,572,17
176,zero_shot,146,193,339,17
177,zero_shot,160,413,573,17
178,zero_shot,176,381,557,17
179,zero_shot,293,516,809,17
180,zero_shot,202,1024,1226,17
181,zero_shot,291,471,762,18
182,zero_shot,230,363,593,18
183,zero_shot,200,430,630,18
184,zero_shot,155,372,527,18
185,zero_shot,176,285,461,18
186,zero_shot,176,371,547,18
187,zero_shot,250,374,624,18
188,zero_shot,196,1024,1220,18
189,zero_shot,284,409,693,18
190,zero_shot,172,395,567,18
191,zero_shot,179,263,442,19
192,zero_shot,195,302,497,19
193,zero_shot,149,398,547,19
194,zero_shot,231,291,522,19
195,zero_shot,229,403,632,19
196,zero_shot,161,421,582,19
197,zero_shot,177,343,520,19
198,zero_shot,188,357,545,19
199,zero_shot,196,1024,1220,19
200,zero_shot,172,396,568,19
201,zero_shot,142,326,468,20
202,zero_shot,184,457,641,20
203,zero_shot,186,308,494,20
204,zero_shot,173,502,675,20
205,zero_shot,159,243,402,20
206,zero_shot,166,288,454,20
207,zero_shot,293,316,609,20
208,zero_shot,183,376,559,20
209,zero_shot,164,499,663,20
210,zero_shot,183,417,600,20
211,zero_shot,163,416,579,21
212,zero_shot,179,415,594,21
213,zero_shot,175,358,533,21
214,zero_shot,152,313,465,21
215,zero_shot,199,316,515,21
216,zero_shot,190,306,496,21
217,zero_shot,179,410,589,21
218,zero_shot,176,395,571,21
219,zero_shot,213,1024,1237,21
220,zero_shot,156,307,463,21
221,zero_shot,160,336,496,22
222,zero_shot,176,296,472,22
223,zero_shot,318,517,835,22
224,zero_shot,166,434,600,22
225,zero_shot,224,1024,1248,22
226,zero_shot,175,242,417,22
227,zero_shot,195,291,486,22
228,zero_shot,211,415,626,22
229,zero_shot,204,562,766,22
230,zero_shot,148,216,364,22
231,zero_shot,367,450,817,23
232,zero_shot,155,432,587,23
233,zero_shot,158,560,718,23
234,zero_shot,142,179,321,23
235,zero_shot,206,455,661,23
236,zero_shot,240,418,658,23
237,zero_shot,171,324,495,23
238,zero_shot,166,277,443,23
239,zero_shot,288,430,718,23
240,zero_shot,154,293,447,23
241,zero_shot,171,241,412,24
242,zero_shot,155,249,404,24
243,zero_shot,202,418,620,24
244,zero_shot,164,382,546,24
245,zero_shot,359,473,832,24
246,zero_shot,210,391,601,24
247,zero_shot,321,263,584,24
248,zero_shot,164,310,474,24
249,zero_shot,167,259,426,24
250,zero_shot,167,216,383,24
251,zero_shot,153,242,395,25
252,zero_shot,149,244,393,25
253,zero_shot,169,366,535,25
254,zero_shot,150,317,467,25
255,zero_shot,158,446,604,25
256,zero_shot,206,270,476,25
257,zero_shot,150,246,396,25
258,zero_shot,167,320,487,25
259,zero_shot,191,371,562,25
260,zero_shot,176,439,615,25
261,zero_shot,173,434,607,26
262,zero_shot,149,395,544,26
263,zero_shot,152,546,698,26
264,zero_shot,196,290,486,26
265,zero_shot,148,403,551,26
266,zero_shot,149,295,444,26
267,zero_shot,147,324,471,26
268,zero_shot,151,304,455,26
269,zero_shot,141,191,332,26
270,zero_shot,200,403,603,26
271,zero_shot,189,408,597,27
272,zero_shot,153,372,525,27
273,zero_shot,172,336,508,27
274,zero_shot,158,440,598,27
275,zero_shot,240,730,970,27
276,zero_shot,151,372,523,27
277,zero_shot,157,366,523,27
278,zero_shot,166,368,534,27
279,zero_shot,149,449,598,27
280,zero_shot,191,540,731,27
281,zero_shot,157,266,423,28
282,zero_shot,165,355,520,28
283,zero_shot,206,556,762,28
284,zero_shot,153,289,442,28
285,zero_shot,183,413,596,28
286,zero_shot,267,390,657,28
287,zero_shot,152,306,458,28
288,zero_shot,186,543,729,28
289,zero_shot,246,439,685,28
290,zero_shot,179,453,632,28
291,zero_shot,249,425,674,29
292,zero_shot,142,402,544,29
293,zero_shot,158,370,528,29
294,zero_shot,160,488,648,29
295,zero_shot,173,280,453,29
296,zero_shot,197,286,483,29
297,zero_shot,246,352,598,29
298,zero_shot,163,563,726,29
299,zero_shot,181,419,600,29
300,zero_shot,192,323,515,29
301,zero_shot,168,362,530,30
302,zero_shot,212,969,1181,30
303,zero_shot,192,294,486,30
304,zero_shot,230,422,652,30
305,zero_shot,175,348,523,30
306,zero_shot,366,388,754,30
307,zero_shot,175,609,784,30
308,zero_shot,170,345,515,30
309,zero_shot,150,297,447,30
310,zero_shot,158,324,482,30
311,zero_shot,223,1024,1247,31
312,zero_shot,159,342,501,31
313,zero_shot,152,224,376,31
314,zero_shot,238,580,818,31
315,zero_shot,334,852,1186,31
316,zero_shot,234,394,628,31
317,zero_shot,198,297,495,31
318,zero_shot,204,320,524,31
319,zero_shot,157,351,508,31
320,zero_shot,196,400,596,31
321,zero_shot,198,455,653,32
322,zero_shot,172,343,515,32
323,zero_shot,410,510,920,32
324,zero_shot,198,352,550,32
325,zero_shot,218,1024,1242,32
326,zero_shot,201,364,565,32
327,zero_shot,164,299,463,32
328,zero_shot,154,459,613,32
329,zero_shot,168,341,509,32
330,zero_shot,155,343,498,32
331,zero_shot,189,423,612,33
332,zero_shot,184,275,459,33
333,zero_shot,152,472,624,33
334,zero_shot,177,301,478,33
335,zero_shot,161,365,526,33
336,zero_shot,155,347,502,33
337,zero_shot,177,565,742,33
338,zero_shot,249,443,692,33
339,zero_shot,153,263,416,33
340,zero_shot,161,513,674,33
341,zero_shot,149,367,516,34
342,zero_shot,406,408,814,34
343,zero_shot,185,318,503,34
344,zero_shot,161,294,455,34
345,zero_shot,168,298,466,34
346,zero_shot,184,413,597,34
347,zero_shot,186,291,477,34
348,zero_shot,242,241,483,34
349,zero_shot,184,440,624,34
350,zero_shot,226,260,486,34
351,zero_shot,256,416,672,35
352,zero_shot,180,234,414,35
353,zero_shot,154,617,771,35
354,zero_shot,155,376,531,35
355,zero_shot,229,311,540,35
356,zero_shot,147,487,634,35
357,zero_shot,158,444,602,35
358,zero_shot,167,432,599,35
359,zero_shot,170,411,581,35
360,zero_shot,151,359,510,35
361,zero_shot,152,356,508,36
362,zero_shot,198,285,483,36
363,zero_shot,165,382,547,36
364,zero_shot,282,407,689,36
365,zero_shot,161,250,411,36
366,zero_shot,164,281,445,36
367,zero_shot,303,387,690,36
368,zero_shot,154,280,434,36
369,zero_shot,156,246,402,36
370,zero_shot,160,626,786,36
371,zero_shot,224,498,722,37
372,zero_shot,182,407,589,37
373,zero_shot,148,363,511,37
374,zero_shot,265,374,639,37
375,zero_shot,165,419,584,37
376,zero_shot,178,469,647,37
377,zero_shot,192,246,438,37
378,zero_shot,158,371,529,37
379,zero_shot,160,475,635,37
380,zero_shot,196,217,413,37
381,zero_shot,172,628,800,38
382,zero_shot,292,311,603,38
383,zero_shot,214,764,978,38
384,zero_shot,214,340,554,38
385,zero_shot,198,440,638,38
386,zero_shot,257,314,571,38
387,zero_shot,262,377,639,38
388,zero_shot,196,1024,1220,38
389,zero_shot,183,520,703,38
390,zero_shot,153,243,396,38
391,zero_shot,176,430,606,39
392,zero_shot,238,1024,1262,39
393,zero_shot,189,415,604,39
394,zero_shot,180,370,550,39
395,zero_shot,233,232,465,39
396,zero_shot,182,378,560,39
397,zero_shot,211,337,548,39
398,zero_shot,161,380,541,39
399,zero_shot,177,376,553,39
400,zero_shot,160,377,537,39
401,zero_shot,194,448,642,40
402,zero_shot,226,314,540,40
403,zero_shot,272,478,750,40
404,zero_shot,150,261,411,40
405,zero_shot,157,302,459,40
406,zero_shot,225,350,575,40
407,zero_shot,246,355,601,40
408,zero_shot,305,302,607,40
409,zero_shot,163,279,442,40
410,zero_shot,157,564,721,40
411,zero_shot,159,402,561,41
412,zero_shot,159,269,428,41
413,zero_shot,155,838,993,41
414,zero_shot,218,340,558,41
415,zero_shot,248,285,533,41
416,zero_shot,228,1024,1252,41
417,zero_shot,201,303,504,41
418,zero_shot,150,291,441,41
419,zero_shot,175,333,508,41
420,zero_shot,175,347,522,41
421,zero_shot,183,285,468,42
422,zero_shot,181,278,459,42
423,zero_shot,394,553,947,42
424,zero_shot,160,269,429,42
425,zero_shot,185,477,662,42
426,zero_shot,161,262,423,42
427,zero_shot,173,567,740,42
428,zero_shot,252,329,581,42
429,zero_shot,175,376,551,42
430,zero_shot,168,410,578,42
431,zero_shot,170,336,506,43
432,zero_shot,159,244,403,43
433,zero_shot,183,348,531,43
434,zero_shot,176,234,410,43
435,zero_shot,140,346,486,43
436,zero_shot,152,227,379,43
437,zero_shot,184,240,424,43
438,zero_shot,227,331,558,43
439,zero_shot,152,290,442,43
440,zero_shot,173,332,505,43
441,zero_shot,147,270,417,44
442,zero_shot,193,503,696,44
443,zero_shot,168,343,511,44
444,zero_shot,181,315,496,44
445,zero_shot,190,434,624,44
446,zero_shot,175,355,530,44
447,zero_shot,159,241,400,44
448,zero_shot,247,304,551,44
449,zero_shot,206,378,584,44
450,zero_shot,154,373,527,44
451,zero_shot,154,371,525,45
452,zero_shot,171,307,478,45
453,zero_shot,324,339,663,45
454,zero_shot,181,341,522,45
455,zero_shot,199,414,613,45
456,zero_shot,154,196,350,45
457,zero_shot,150,324,474,45
458,zero_shot,142,424,566,45
459,zero_shot,171,239,410,45
460,zero_shot,139,318,457,45
461,zero_shot,180,331,511,46
462,zero_shot,188,299,487,46
463,zero_shot,388,394,782,46
464,zero_shot,152,420,572,46
465,zero_shot,162,436,598,46
466,zero_shot,310,537,847,46
467,zero_shot,225,232,457,46
468,zero_shot,252,300,552,46
469,zero_shot,326,325,651,46
470,zero_shot,166,398,564,46
471,zero_shot,174,510,684,47
472,zero_shot,156,503,659,47
473,zero_shot,180,542,722,47
474,zero_shot,153,246,399,47
475,zero_shot,159,430,589,47
476,zero_shot,148,288,436,47
477,zero_shot,137,247,384,47
478,zero_shot,170,304,474,47
479,zero_shot,159,325,484,47
480,zero_shot,234,316,550,47
481,zero_shot,229,371,600,48
482,zero_shot,176,286,462,48
483,zero_shot,196,329,525,48
484,zero_shot,169,326,495,48
485,zero_shot,303,431,734,48
486,zero_shot,237,1024,1261,48
487,zero_shot,229,280,509,48
488,zero_shot,169,345,514,48
489,zero_shot,214,419,633,48
490,zero_shot,182,404,586,48
491,zero_shot,163,373,536,49
492,zero_shot,236,347,583,49
493,zero_shot,585,632,1217,49
494,zero_shot,166,237,403,49
495,zero_shot,175,338,513,49
496,zero_shot,171,349,520,49
497,zero_shot,171,328,499,49
498,zero_shot,202,423,625,49
499,zero_shot,140,292,432,49
500,zero_shot,159,269,428,49
501,zero_shot,282,265,547,50
502,zero_shot,140,326,466,50
503,zero_shot,172,192,364,50
504,zero_shot,169,271,440,50
505,zero_shot,189,291,480,50
506,zero_shot,288,220,508,50
507,zero_shot,165,347,512,50
508,zero_shot,196,343,539,50
509,zero_shot,205,318,523,50
510,zero_shot,288,353,641,50
511,zero_shot,197,388,585,51
512,zero_shot,232,339,571,51
513,zero_shot,159,377,536,51
514,zero_shot,149,330,479,51
515,zero_shot,302,369,671,51
516,zero_shot,272,391,663,51
517,zero_shot,168,286,454,51
518,zero_shot,153,325,478,51
519,zero_shot,165,385,550,51
520,zero_shot,330,424,754,51
521,zero_shot,164,391,555,52
522,zero_shot,360,575,935,52
523,zero_shot,296,531,827,52
524,zero_shot,293,328,621,52
525,zero_shot,157,334,491,52
526,zero_shot,193,313,506,52
527,zero_shot,194,393,587,52
528,zero_shot,179,662,841,52
529,zero_shot,214,314,528,52
530,zero_shot,193,397,590,52
531,zero_shot,245,347,592,53
532,zero_shot,245,265,510,53
533,zero_shot,175,419,594,53
534,zero_shot,166,453,619,53
535,zero_shot,157,361,518,53
536,zero_shot,140,437,577,53
537,zero_shot,180,344,524,53
538,zero_shot,162,347,509,53
539,zero_shot,163,445,608,53
540,zero_shot,249,381,630,53
541,zero_shot,269,286,555,54
542,zero_shot,147,269,416,54
543,zero_shot,178,401,579,54
544,zero_shot,157,338,495,54
545,zero_shot,266,1024,1290,54
546,zero_shot,192,469,661,54
547,zero_shot,183,323,506,54
548,zero_shot,277,317,594,54
549,zero_shot,196,278,474,54
550,zero_shot,296,522,818,54
551,zero_shot,153,490,643,55
552,zero_shot,207,394,601,55
553,zero_shot,162,461,623,55
554,zero_shot,172,325,497,55
555,zero_shot,159,276,435,55
556,zero_shot,205,397,602,55
557,zero_shot,142,296,438,55
558,zero_shot,158,381,539,55
559,zero_shot,247,326,573,55
560,zero_shot,161,270,431,55
561,zero_shot,179,327,506,56
562,zero_shot,155,294,449,56
563,zero_shot,149,258,407,56
564,zero_shot,192,242,434,56
565,zero_shot,136,271,407,56
566,zero_shot,167,317,484,56
567,zero_shot,167,210,377,56
568,zero_shot,148,389,537,56
569,zero_shot,150,327,477,56
570,zero_shot,198,265,463,56
571,zero_shot,308,394,702,57
572,zero_shot,156,293,449,57
573,zero_shot,165,392,557,57
574,zero_shot,171,451,622,57
575,zero_shot,193,338,531,57
576,zero_shot,241,411,652,57
577,zero_shot,195,299,494,57
578,zero_shot,167,282,449,57
579,zero_shot,168,319,487,57
580,zero_shot,244,305,549,57
581,zero_shot,148,387,535,58
582,zero_shot,150,211,361,58
583,zero_shot,188,345,533,58
584,zero_shot,180,318,498,58
585,zero_shot,166,505,671,58
586,zero_shot,156,323,479,58
587,zero_shot,145,207,352,58
588,zero_shot,148,295,443,58
589,zero_shot,201,236,437,58
590,zero_shot,178,600,778,58
591,zero_shot,186,234,420,59
592,zero_shot,257,365,622,59
593,zero_shot,152,401,553,59
594,zero_shot,194,392,586,59
595,zero_shot,213,216,429,59
596,zero_shot,148,481,629,59
597,zero_shot,322,508,830,59
598,zero_shot,226,392,618,59
599,zero_shot,167,341,508,59
600,zero_shot,159,340,499,59
601,zero_shot,297,363,660,60
602,zero_shot,175,316,491,60
603,zero_shot,257,358,615,60
604,zero_shot,143,294,437,60
605,zero_shot,181,556,737,60
606,zero_shot,152,379,531,60
607,zero_shot,198,312,510,60
608,zero_shot,250,403,653,60
609,zero_shot,156,571,727,60
610,zero_shot,155,351,506,60
611,zero_shot,160,433,593,61
612,zero_shot,143,303,446,61
613,zero_shot,157,309,466,61
614,zero_shot,155,357,512,61
615,zero_shot,156,307,463,61
616,zero_shot,174,347,521,61
617,zero_shot,225,495,720,61
618,zero_shot,165,361,526,61
619,zero_shot,183,260,443,61
620,zero_shot,259,264,523,61
621,zero_shot,168,336,504,62
622,zero_shot,312,464,776,62
623,zero_shot,164,407,571,62
624,zero_shot,137,174,311,62
625,zero_shot,186,319,505,62
626,zero_shot,151,245,396,62
627,zero_shot,231,646,877,62
628,zero_shot,330,485,815,62
629,zero_shot,172,338,510,62
630,zero_shot,227,379,606,62
631,zero_shot,175,302,477,63
632,zero_shot,182,280,462,63
633,zero_shot,194,346,540,63
634,zero_shot,188,349,537,63
635,zero_shot,183,344,527,63
636,zero_shot,161,272,433,63
637,zero_shot,166,346,512,63
638,zero_shot,213,606,819,63
639,zero_shot,176,236,412,63
640,zero_shot,159,416,575,63
641,zero_shot,150,411,561,64
642,zero_shot,164,337,501,64
643,zero_shot,184,352,536,64
644,zero_shot,160,493,653,64
645,zero_shot,194,429,623,64
646,zero_shot,170,377,547,64
647,zero_shot,154,275,429,64
648,zero_shot,188,304,492,64
649,zero_shot,189,291,480,64
650,zero_shot,200,287,487,64
651,zero_shot,163,551,714,65
652,zero_shot,170,412,582,65
653,zero_shot,167,438,605,65
654,zero_shot,147,341,488,65
655,zero_shot,179,342,521,65
656,zero_shot,191,330,521,65
657,zero_shot,227,289,516,65
658,zero_shot,198,281,479,65
659,zero_shot,210,296,506,65
660,zero_shot,194,353,547,65
661,zero_shot,319,357,676,66
662,zero_shot,159,353,512,66
663,zero_shot,209,358,567,66
664,zero_shot,210,411,621,66
665,zero_shot,195,441,636,66
666,zero_shot,168,438,606,66
667,zero_shot,158,214,372,66
668,zero_shot,161,280,441,66
669,zero_shot,313,358,671,66
670,zero_shot,154,410,564,66
671,zero_shot,258,1024,1282,67
672,zero_shot,207,346,553,67
673,zero_shot,159,443,602,67
674,zero_shot,163,242,405,67
675,zero_shot,178,387,565,67
676,zero_shot,161,212,373,67
677,zero_shot,161,269,430,67
678,zero_shot,147,208,355,67
679,zero_shot,144,443,587,67
680,zero_shot,154,315,469,67
681,zero_shot,202,317,519,68
682,zero_shot,165,310,475,68
683,zero_shot,205,271,476,68
684,zero_shot,242,409,651,68
685,zero_shot,255,323,578,68
686,zero_shot,175,341,516,68
687,zero_shot,191,472,663,68
688,zero_shot,157,370,527,68
689,zero_shot,270,283,553,68
690,zero_shot,172,279,451,68
691,zero_shot,203,431,634,69
692,zero_shot,189,507,696,69
693,zero_shot,151,322,473,69
694,zero_shot,158,323,481,69
695,zero_shot,169,355,524,69
696,zero_shot,155,396,551,69
697,zero_shot,167,324,491,69
698,zero_shot,181,576,757,69
699,zero_shot,213,276,489,69
700,zero_shot,173,444,617,69
701,zero_shot,191,301,492,70
702,zero_shot,317,587,904,70
703,zero_shot,154,299,453,70
704,zero_shot,164,571,735,70
705,zero_shot,157,333,490,70
706,zero_shot,210,274,484,70
707,zero_shot,255,398,653,70
708,zero_shot,142,285,427,70
709,zero_shot,223,424,647,70
710,zero_shot,158,259,417,70
711,zero_shot,246,426,672,71
712,zero_shot,170,273,443,71
713,zero_shot,156,243,399,71
714,zero_shot,261,454,715,71
715,zero_shot,159,374,533,71
716,zero_shot,144,377,521,71
717,zero_shot,283,389,672,71
718,zero_shot,158,320,478,71
719,zero_shot,172,338,510,71
720,zero_shot,187,419,606,71
721,zero_shot,348,500,848,72
722,zero_shot,169,539,708,72
723,zero_shot,166,336,502,72
724,zero_shot,156,227,383,72
725,zero_shot,154,270,424,72
726,zero_shot,164,261,425,72
727,zero_shot,154,267,421,72
728,zero_shot,168,240,408,72
729,zero_shot,165,264,429,72
730,zero_shot,155,308,463,72
731,zero_shot,170,368,538,73
732,zero_shot,148,219,367,73
733,zero_shot,234,308,542,73
734,zero_shot,208,321,529,73
735,zero_shot,236,1024,1260,73
736,zero_shot,155,347,502,73
737,zero_shot,186,420,606,73
738,zero_shot,169,215,384,73
739,zero_shot,164,354,518,73
740,zero_shot,174,450,624,73
741,zero_shot,175,301,476,74
742,zero_shot,155,318,473,74
743,zero_shot,156,391,547,74
744,zero_shot,156,418,574,74
745,zero_shot,190,1024,1214,74
746,zero_shot,178,392,570,74
747,zero_shot,381,334,715,74
748,zero_shot,164,329,493,74
749,zero_shot,163,386,549,74
750,zero_shot,152,428,580,74
751,zero_shot,256,358,614,75
752,zero_shot,213,304,517,75
753,zero_shot,161,307,468,75
754,zero_shot,187,424,611,75
755,zero_shot,245,384,629,75
756,zero_shot,179,327,506,75
757,zero_shot,206,260,466,75
758,zero_shot,192,313,505,75
759,zero_shot,184,377,561,75
760,zero_shot,167,293,460,75
761,zero_shot,178,472,650,76
762,zero_shot,178,433,611,76
763,zero_shot,206,281,487,76
764,zero_shot,182,371,553,76
765,zero_shot,168,294,462,76
766,zero_shot,199,306,505,76
767,zero_shot,194,288,482,76
768,zero_shot,197,311,508,76
769,zero_shot,160,319,479,76
770,zero_shot,195,460,655,76
771,zero_shot,272,351,623,77
772,zero_shot,177,1024,1201,77
773,zero_shot,179,307,486,77
774,zero_shot,201,416,617,77
775,zero_shot,154,274,428,77
776,zero_shot,301,396,697,77
777,zero_shot,195,261,456,77
778,zero_shot,166,352,518,77
779,zero_shot,191,370,561,77
780,zero_shot,188,416,604,77
781,zero_shot,245,302,547,78
782,zero_shot,189,285,474,78
783,zero_shot,360,617,977,78
784,zero_shot,194,412,606,78
785,zero_shot,178,494,672,78
786,zero_shot,155,404,559,78
787,zero_shot,178,205,383,78
788,zero_shot,156,213,369,78
789,zero_shot,149,228,377,78
790,zero_shot,154,429,583,78
791,zero_shot,176,337,513,79
792,zero_shot,141,288,429,79
793,zero_shot,228,439,667,79
794,zero_shot,182,389,571,79
795,zero_shot,167,624,791,79
796,zero_shot,155,297,452,79
797,zero_shot,191,487,678,79
798,zero_shot,155,414,569,79
799,zero_shot,158,346,504,79
800,zero_shot,151,346,497,79
801,zero_shot,177,310,487,80
802,zero_shot,171,311,482,80
803,zero_shot,186,468,654,80
804,zero_shot,173,297,470,80
805,zero_shot,143,427,570,80
806,zero_shot,226,429,655,80
807,zero_shot,160,394,554,80
808,zero_shot,168,451,619,80
809,zero_shot,169,202,371,80
810,zero_shot,171,388,559,80
811,zero_shot,156,381,537,81
812,zero_shot,149,211,360,81
813,zero_shot,154,241,395,81
814,zero_shot,146,365,511,81
815,zero_shot,261,423,684,81
816,zero_shot,165,312,477,81
817,zero_shot,172,393,565,81
818,zero_shot,182,362,544,81
819,zero_shot,252,327,579,81
820,zero_shot,159,320,479,81
821,zero_shot,165,481,646,82
822,zero_shot,270,351,621,82
823,zero_shot,220,307,527,82
824,zero_shot,159,244,403,82
825,zero_shot,155,553,708,82
826,zero_shot,279,923,1202,82
827,zero_shot,152,530,682,82
828,zero_shot,228,312,540,82
829,zero_shot,201,336,537,82
830,zero_shot,162,459,621,82
831,zero_shot,192,329,521,83
832,zero_shot,166,332,498,83
833,zero_shot,159,263,422,83
834,zero_shot,388,357,745,83
835,zero_shot,154,478,632,83
836,zero_shot,290,458,748,83
837,zero_shot,180,424,604,83
838,zero_shot,320,357,677,83
839,zero_shot,211,282,493,83
840,zero_shot,161,185,346,83
841,zero_shot,196,291,487,84
842,zero_shot,215,340,555,84
843,zero_shot,238,331,569,84
844,zero_shot,245,457,702,84
845,zero_shot,220,247,467,84
846,zero_shot,267,1024,1291,84
847,zero_shot,133,554,687,84
848,zero_shot,161,347,508,84
849,zero_shot,220,490,710,84
850,zero_shot,217,274,491,84
851,zero_shot,168,232,400,85
852,zero_shot,170,342,512,85
853,zero_shot,288,927,1215,85
854,zero_shot,153,550,703,85
855,zero_shot,197,357,554,85
856,zero_shot,300,301,601,85
857,zero_shot,150,353,503,85
858,zero_shot,144,240,384,85
859,zero_shot,198,311,509,85
860,zero_shot,182,266,448,85
861,zero_shot,167,513,680,86
862,zero_shot,186,579,765,86
863,zero_shot,290,387,677,86
864,zero_shot,162,285,447,86
865,zero_shot,158,389,547,86
866,zero_shot,200,340,540,86
867,zero_shot,188,356,544,86
