task_id,method,input_tokens,output_tokens,total_tokens,batch_index,num_samples
172,self_consistency_cot,1446,966,2412,17,3
173,self_consistency_cot,1329,1351,2680,17,3
174,self_consistency_cot,1350,1062,2412,17,3
175,self_consistency_cot,1554,1411,2965,17,3
176,self_consistency_cot,1317,1090,2407,17,3
177,self_consistency_cot,1329,810,2139,17,3
178,self_consistency_cot,1389,1143,2532,17,3
179,self_consistency_cot,1782,1641,3423,17,3
180,self_consistency_cot,1470,2048,3518,17,3
181,self_consistency_cot,1776,1291,3067,18,3
182,self_consistency_cot,1596,2344,3940,18,3
183,self_consistency_cot,1464,1306,2770,18,3
184,self_consistency_cot,1323,1100,2423,18,3
185,self_consistency_cot,1395,1180,2575,18,3
186,self_consistency_cot,1386,1354,2740,18,3
187,self_consistency_cot,1614,1304,2918,18,3
188,self_consistency_cot,1458,937,2395,18,3
189,self_consistency_cot,1722,1568,3290,18,3
190,self_consistency_cot,1383,1459,2842,18,3
191,self_consistency_cot,1407,809,2216,19,3
192,self_consistency_cot,1443,826,2269,19,3
193,self_consistency_cot,1308,1067,2375,19,3
194,self_consistency_cot,1563,1498,3061,19,3
195,self_consistency_cot,1536,1247,2783,19,3
196,self_consistency_cot,1341,1145,2486,19,3
197,self_consistency_cot,1404,1177,2581,19,3
198,self_consistency_cot,1428,1034,2462,19,3
199,self_consistency_cot,1455,1162,2617,19,3
200,self_consistency_cot,1374,1302,2676,19,3
201,self_consistency_cot,1281,873,2154,20,3
202,self_consistency_cot,1407,976,2383,20,3
203,self_consistency_cot,1416,1104,2520,20,3
204,self_consistency_cot,1368,701,2069,20,3
205,self_consistency_cot,1347,1043,2390,20,3
206,self_consistency_cot,1374,980,2354,20,3
207,self_consistency_cot,1800,1164,2964,20,3
208,self_consistency_cot,1413,1185,2598,20,3
209,self_consistency_cot,1347,1098,2445,20,3
210,self_consistency_cot,1422,2682,4104,20,3
211,self_consistency_cot,1344,808,2152,21,3
212,self_consistency_cot,1398,798,2196,21,3
213,self_consistency_cot,1404,976,2380,21,3
214,self_consistency_cot,1314,954,2268,21,3
215,self_consistency_cot,1458,1067,2525,21,3
216,self_consistency_cot,1431,938,2369,21,3
217,self_consistency_cot,1407,1073,2480,21,3
218,self_consistency_cot,1386,1082,2468,21,3
219,self_consistency_cot,1515,1304,2819,21,3
220,self_consistency_cot,1332,1219,2551,21,3
221,self_consistency_cot,1335,1614,2949,22,3
222,self_consistency_cot,1383,1186,2569,22,3
223,self_consistency_cot,1863,1477,3340,22,3
224,self_consistency_cot,1359,809,2168,22,3
225,self_consistency_cot,1533,1491,3024,22,3
226,self_consistency_cot,1386,1230,2616,22,3
227,self_consistency_cot,1446,1037,2483,22,3
228,self_consistency_cot,1527,2043,3570,22,3
229,self_consistency_cot,1476,1318,2794,22,3
230,self_consistency_cot,1299,827,2126,22,3
231,self_consistency_cot,1992,1365,3357,23,3
232,self_consistency_cot,1326,1188,2514,23,3
233,self_consistency_cot,1374,1028,2402,23,3
234,self_consistency_cot,1290,638,1928,23,3
235,self_consistency_cot,1485,1446,2931,23,3
236,self_consistency_cot,1590,1067,2657,23,3
237,self_consistency_cot,1380,1283,2663,23,3
238,self_consistency_cot,1368,1017,2385,23,3
239,self_consistency_cot,1815,1059,2874,23,3
240,self_consistency_cot,1320,1184,2504,23,3
241,self_consistency_cot,1374,1299,2673,24,3
242,self_consistency_cot,1323,746,2069,24,3
243,self_consistency_cot,1497,1507,3004,24,3
244,self_consistency_cot,1371,1070,2441,24,3
245,self_consistency_cot,1989,1853,3842,24,3
246,self_consistency_cot,1521,1098,2619,24,3
247,self_consistency_cot,1884,1003,2887,24,3
248,self_consistency_cot,1359,815,2174,24,3
249,self_consistency_cot,1356,1729,3085,24,3
250,self_consistency_cot,1362,1029,2391,24,3
251,self_consistency_cot,1314,1210,2524,25,3
252,self_consistency_cot,1305,1021,2326,25,3
253,self_consistency_cot,1362,1041,2403,25,3
254,self_consistency_cot,1305,1049,2354,25,3
255,self_consistency_cot,1338,1838,3176,25,3
256,self_consistency_cot,1488,1715,3203,25,3
257,self_consistency_cot,1314,870,2184,25,3
258,self_consistency_cot,1356,922,2278,25,3
259,self_consistency_cot,1461,1258,2719,25,3
260,self_consistency_cot,1395,843,2238,25,3
261,self_consistency_cot,1386,1138,2524,26,3
262,self_consistency_cot,1311,1158,2469,26,3
263,self_consistency_cot,1311,1903,3214,26,3
264,self_consistency_cot,1443,714,2157,26,3
265,self_consistency_cot,1299,1349,2648,26,3
266,self_consistency_cot,1332,764,2096,26,3
267,self_consistency_cot,1296,748,2044,26,3
268,self_consistency_cot,1317,716,2033,26,3
269,self_consistency_cot,1296,941,2237,26,3
270,self_consistency_cot,1473,1492,2965,26,3
271,self_consistency_cot,1428,843,2271,27,3
272,self_consistency_cot,1320,1034,2354,27,3
273,self_consistency_cot,1386,1391,2777,27,3
274,self_consistency_cot,1365,887,2252,27,3
275,self_consistency_cot,1578,1042,2620,27,3
276,self_consistency_cot,1326,900,2226,27,3
277,self_consistency_cot,1326,1240,2566,27,3
278,self_consistency_cot,1368,1493,2861,27,3
279,self_consistency_cot,1314,735,2049,27,3
280,self_consistency_cot,1437,1193,2630,27,3
281,self_consistency_cot,1326,1151,2477,28,3
282,self_consistency_cot,1350,1004,2354,28,3
283,self_consistency_cot,1473,767,2240,28,3
284,self_consistency_cot,1314,887,2201,28,3
285,self_consistency_cot,1425,823,2248,28,3
286,self_consistency_cot,1716,1767,3483,28,3
287,self_consistency_cot,1311,596,1907,28,3
288,self_consistency_cot,1449,1284,2733,28,3
289,self_consistency_cot,1596,1385,2981,28,3
290,self_consistency_cot,1392,1472,2864,28,3
291,self_consistency_cot,1623,1795,3418,29,3
292,self_consistency_cot,1275,937,2212,29,3
293,self_consistency_cot,1338,765,2103,29,3
294,self_consistency_cot,1335,1353,2688,29,3
295,self_consistency_cot,1386,942,2328,29,3
296,self_consistency_cot,1458,1290,2748,29,3
297,self_consistency_cot,1602,1670,3272,29,3
298,self_consistency_cot,1356,1682,3038,29,3
299,self_consistency_cot,1416,1401,2817,29,3
300,self_consistency_cot,1455,772,2227,29,3
301,self_consistency_cot,1359,1857,3216,30,3
302,self_consistency_cot,1497,936,2433,30,3
303,self_consistency_cot,1428,1242,2670,30,3
304,self_consistency_cot,1554,2023,3577,30,3
305,self_consistency_cot,1383,1073,2456,30,3
306,self_consistency_cot,2070,1955,4025,30,3
307,self_consistency_cot,1407,1263,2670,30,3
308,self_consistency_cot,1365,1298,2663,30,3
309,self_consistency_cot,1299,765,2064,30,3
310,self_consistency_cot,1335,1817,3152,30,3
311,self_consistency_cot,1551,1252,2803,31,3
312,self_consistency_cot,1341,925,2266,31,3
313,self_consistency_cot,1311,935,2246,31,3
314,self_consistency_cot,1590,1510,3100,31,3
315,self_consistency_cot,1878,1121,2999,31,3
316,self_consistency_cot,1581,1301,2882,31,3
317,self_consistency_cot,1449,2058,3507,31,3
318,self_consistency_cot,1467,622,2089,31,3
319,self_consistency_cot,1332,1211,2543,31,3
320,self_consistency_cot,1461,742,2203,31,3
321,self_consistency_cot,1473,950,2423,32,3
322,self_consistency_cot,1374,1096,2470,32,3
323,self_consistency_cot,2190,1492,3682,32,3
324,self_consistency_cot,1464,1160,2624,32,3
325,self_consistency_cot,1530,1071,2601,32,3
326,self_consistency_cot,1479,1852,3331,32,3
327,self_consistency_cot,1365,1147,2512,32,3
328,self_consistency_cot,1326,1472,2798,32,3
329,self_consistency_cot,1359,1043,2402,32,3
330,self_consistency_cot,1320,1450,2770,32,3
331,self_consistency_cot,1437,848,2285,33,3
332,self_consistency_cot,1407,1395,2802,33,3
333,self_consistency_cot,1305,1607,2912,33,3
334,self_consistency_cot,1389,1220,2609,33,3
335,self_consistency_cot,1338,1242,2580,33,3
336,self_consistency_cot,1329,1012,2341,33,3
337,self_consistency_cot,1404,1185,2589,33,3
338,self_consistency_cot,1641,1374,3015,33,3
339,self_consistency_cot,1326,849,2175,33,3
340,self_consistency_cot,1365,1640,3005,33,3
341,self_consistency_cot,1311,1148,2459,34,3
342,self_consistency_cot,2100,1741,3841,34,3
343,self_consistency_cot,1413,1081,2494,34,3
344,self_consistency_cot,1362,1747,3109,34,3
345,self_consistency_cot,1368,1309,2677,34,3
346,self_consistency_cot,1461,968,2429,34,3
347,self_consistency_cot,1425,1170,2595,34,3
348,self_consistency_cot,1620,709,2329,34,3
349,self_consistency_cot,1401,933,2334,34,3
350,self_consistency_cot,1536,1055,2591,34,3
351,self_consistency_cot,1623,1446,3069,35,3
352,self_consistency_cot,1410,976,2386,35,3
353,self_consistency_cot,1317,1378,2695,35,3
354,self_consistency_cot,1323,815,2138,35,3
355,self_consistency_cot,1572,821,2393,35,3
356,self_consistency_cot,1296,964,2260,35,3
357,self_consistency_cot,1329,1349,2678,35,3
358,self_consistency_cot,1359,1003,2362,35,3
359,self_consistency_cot,1374,1146,2520,35,3
360,self_consistency_cot,1317,728,2045,35,3
361,self_consistency_cot,1311,863,2174,36,3
362,self_consistency_cot,1470,1658,3128,36,3
363,self_consistency_cot,1356,1058,2414,36,3
364,self_consistency_cot,1803,1523,3326,36,3
365,self_consistency_cot,1347,790,2137,36,3
366,self_consistency_cot,1353,1138,2491,36,3
367,self_consistency_cot,1827,1605,3432,36,3
368,self_consistency_cot,1326,997,2323,36,3
369,self_consistency_cot,1356,1024,2380,36,3
370,self_consistency_cot,1338,1972,3310,36,3
371,self_consistency_cot,1527,1917,3444,37,3
372,self_consistency_cot,1410,1138,2548,37,3
373,self_consistency_cot,1311,883,2194,37,3
374,self_consistency_cot,1659,1824,3483,37,3
375,self_consistency_cot,1350,1522,2872,37,3
376,self_consistency_cot,1413,1226,2639,37,3
377,self_consistency_cot,1431,981,2412,37,3
378,self_consistency_cot,1332,792,2124,37,3
379,self_consistency_cot,1350,1005,2355,37,3
380,self_consistency_cot,1443,1005,2448,37,3
381,self_consistency_cot,1389,1600,2989,38,3
382,self_consistency_cot,1737,1863,3600,38,3
383,self_consistency_cot,1509,1108,2617,38,3
384,self_consistency_cot,1530,1003,2533,38,3
385,self_consistency_cot,1452,961,2413,38,3
386,self_consistency_cot,1674,2566,4240,38,3
387,self_consistency_cot,1650,2562,4212,38,3
388,self_consistency_cot,1455,1452,2907,38,3
389,self_consistency_cot,1437,746,2183,38,3
390,self_consistency_cot,1314,1192,2506,38,3
391,self_consistency_cot,1398,1178,2576,39,3
392,self_consistency_cot,1647,1783,3430,39,3
393,self_consistency_cot,1428,1364,2792,39,3
394,self_consistency_cot,1410,1146,2556,39,3
395,self_consistency_cot,1578,1189,2767,39,3
396,self_consistency_cot,1419,1166,2585,39,3
397,self_consistency_cot,1497,1076,2573,39,3
398,self_consistency_cot,1356,1002,2358,39,3
399,self_consistency_cot,1404,1404,2808,39,3
400,self_consistency_cot,1338,1881,3219,39,3
401,self_consistency_cot,1470,1314,2784,40,3
402,self_consistency_cot,1539,1321,2860,40,3
403,self_consistency_cot,1737,2395,4132,40,3
404,self_consistency_cot,1299,789,2088,40,3
405,self_consistency_cot,1344,1149,2493,40,3
406,self_consistency_cot,1536,1283,2819,40,3
407,self_consistency_cot,1620,1346,2966,40,3
408,self_consistency_cot,1791,1453,3244,40,3
409,self_consistency_cot,1350,1246,2596,40,3
410,self_consistency_cot,1326,942,2268,40,3
411,self_consistency_cot,1353,1129,2482,41,3
412,self_consistency_cot,1332,1071,2403,41,3
413,self_consistency_cot,1335,1225,2560,41,3
414,self_consistency_cot,1518,1265,2783,41,3
415,self_consistency_cot,1602,994,2596,41,3
416,self_consistency_cot,1545,1263,2808,41,3
417,self_consistency_cot,1488,1376,2864,41,3
418,self_consistency_cot,1308,917,2225,41,3
419,self_consistency_cot,1392,1081,2473,41,3
420,self_consistency_cot,1389,783,2172,41,3
421,self_consistency_cot,1434,969,2403,42,3
422,self_consistency_cot,1428,974,2402,42,3
423,self_consistency_cot,2061,1338,3399,42,3
424,self_consistency_cot,1344,941,2285,42,3
425,self_consistency_cot,1422,1053,2475,42,3
426,self_consistency_cot,1350,802,2152,42,3
427,self_consistency_cot,1398,1997,3395,42,3
428,self_consistency_cot,1620,1505,3125,42,3
429,self_consistency_cot,1395,1038,2433,42,3
430,self_consistency_cot,1374,988,2362,42,3
431,self_consistency_cot,1365,1574,2939,43,3
432,self_consistency_cot,1341,813,2154,43,3
433,self_consistency_cot,1413,1284,2697,43,3
434,self_consistency_cot,1398,809,2207,43,3
435,self_consistency_cot,1284,920,2204,43,3
436,self_consistency_cot,1311,924,2235,43,3
437,self_consistency_cot,1407,1028,2435,43,3
438,self_consistency_cot,1548,1415,2963,43,3
439,self_consistency_cot,1317,1333,2650,43,3
440,self_consistency_cot,1383,1470,2853,43,3
441,self_consistency_cot,1308,669,1977,44,3
442,self_consistency_cot,1434,1186,2620,44,3
443,self_consistency_cot,1359,999,2358,44,3
444,self_consistency_cot,1398,1258,2656,44,3
445,self_consistency_cot,1452,1395,2847,44,3
446,self_consistency_cot,1401,1309,2710,44,3
447,self_consistency_cot,1350,782,2132,44,3
448,self_consistency_cot,1644,958,2602,44,3
449,self_consistency_cot,1482,1299,2781,44,3
450,self_consistency_cot,1317,1047,2364,44,3
451,self_consistency_cot,1323,1196,2519,45,3
452,self_consistency_cot,1374,832,2206,45,3
453,self_consistency_cot,1833,1160,2993,45,3
454,self_consistency_cot,1419,1116,2535,45,3
455,self_consistency_cot,1464,1028,2492,45,3
456,self_consistency_cot,1326,949,2275,45,3
457,self_consistency_cot,1308,999,2307,45,3
458,self_consistency_cot,1281,688,1969,45,3
459,self_consistency_cot,1383,1244,2627,45,3
460,self_consistency_cot,1278,956,2234,45,3
461,self_consistency_cot,1395,1099,2494,46,3
462,self_consistency_cot,1422,1412,2834,46,3
463,self_consistency_cot,2097,2207,4304,46,3
464,self_consistency_cot,1311,907,2218,46,3
465,self_consistency_cot,1341,1032,2373,46,3
466,self_consistency_cot,1830,2153,3983,46,3
467,self_consistency_cot,1539,1047,2586,46,3
468,self_consistency_cot,1650,1530,3180,46,3
469,self_consistency_cot,1854,1109,2963,46,3
470,self_consistency_cot,1365,1115,2480,46,3
471,self_consistency_cot,1398,1119,2517,47,3
472,self_consistency_cot,1329,1575,2904,47,3
473,self_consistency_cot,1410,1559,2969,47,3
474,self_consistency_cot,1314,993,2307,47,3
475,self_consistency_cot,1338,961,2299,47,3
476,self_consistency_cot,1299,1035,2334,47,3
477,self_consistency_cot,1266,877,2143,47,3
478,self_consistency_cot,1368,1131,2499,47,3
479,self_consistency_cot,1341,1038,2379,47,3
480,self_consistency_cot,1593,1215,2808,47,3
481,self_consistency_cot,1569,1303,2872,48,3
482,self_consistency_cot,1404,1086,2490,48,3
483,self_consistency_cot,1461,1194,2655,48,3
484,self_consistency_cot,1377,1250,2627,48,3
485,self_consistency_cot,1830,1557,3387,48,3
486,self_consistency_cot,1611,1413,3024,48,3
487,self_consistency_cot,1611,1405,3016,48,3
488,self_consistency_cot,1365,796,2161,48,3
489,self_consistency_cot,1536,1210,2746,48,3
490,self_consistency_cot,1416,1226,2642,48,3
491,self_consistency_cot,1344,847,2191,49,3
492,self_consistency_cot,1602,1424,3026,49,3
493,self_consistency_cot,2661,2825,5486,49,3
494,self_consistency_cot,1365,1771,3136,49,3
495,self_consistency_cot,1383,1243,2626,49,3
496,self_consistency_cot,1377,1357,2734,49,3
497,self_consistency_cot,1380,900,2280,49,3
498,self_consistency_cot,1458,1138,2596,49,3
499,self_consistency_cot,1275,651,1926,49,3
500,self_consistency_cot,1347,888,2235,49,3
501,self_consistency_cot,1707,1287,2994,50,3
502,self_consistency_cot,1269,600,1869,50,3
503,self_consistency_cot,1386,1314,2700,50,3
504,self_consistency_cot,1368,787,2155,50,3
505,self_consistency_cot,1422,1050,2472,50,3
506,self_consistency_cot,1818,1334,3152,50,3
507,self_consistency_cot,1350,1050,2400,50,3
508,self_consistency_cot,1443,1090,2533,50,3
509,self_consistency_cot,1479,852,2331,50,3
510,self_consistency_cot,1770,1286,3056,50,3
511,self_consistency_cot,1455,1329,2784,51,3
512,self_consistency_cot,1599,1527,3126,51,3
513,self_consistency_cot,1338,1171,2509,51,3
514,self_consistency_cot,1308,938,2246,51,3
515,self_consistency_cot,1842,1779,3621,51,3
516,self_consistency_cot,1704,2021,3725,51,3
517,self_consistency_cot,1359,1160,2519,51,3
518,self_consistency_cot,1329,894,2223,51,3
519,self_consistency_cot,1377,894,2271,51,3
520,self_consistency_cot,1869,1153,3022,51,3
521,self_consistency_cot,1365,894,2259,52,3
522,self_consistency_cot,2025,1397,3422,52,3
523,self_consistency_cot,1752,1691,3443,52,3
524,self_consistency_cot,1815,1411,3226,52,3
525,self_consistency_cot,1326,1032,2358,52,3
526,self_consistency_cot,1464,1440,2904,52,3
527,self_consistency_cot,1455,1350,2805,52,3
528,self_consistency_cot,1392,1682,3074,52,3
529,self_consistency_cot,1539,1066,2605,52,3
530,self_consistency_cot,1434,1137,2571,52,3
531,self_consistency_cot,1617,1308,2925,53,3
532,self_consistency_cot,1611,1176,2787,53,3
533,self_consistency_cot,1389,1526,2915,53,3
534,self_consistency_cot,1353,1090,2443,53,3
535,self_consistency_cot,1332,721,2053,53,3
536,self_consistency_cot,1278,1109,2387,53,3
537,self_consistency_cot,1410,1282,2692,53,3
538,self_consistency_cot,1353,877,2230,53,3
539,self_consistency_cot,1362,1233,2595,53,3
540,self_consistency_cot,1602,1196,2798,53,3
541,self_consistency_cot,1731,902,2633,54,3
542,self_consistency_cot,1305,1473,2778,54,3
543,self_consistency_cot,1398,1082,2480,54,3
544,self_consistency_cot,1341,1033,2374,54,3
545,self_consistency_cot,1671,1157,2828,54,3
546,self_consistency_cot,1443,1030,2473,54,3
547,self_consistency_cot,1422,1393,2815,54,3
548,self_consistency_cot,1791,1508,3299,54,3
549,self_consistency_cot,1449,1580,3029,54,3
550,self_consistency_cot,1752,1869,3621,54,3
551,self_consistency_cot,1314,1175,2489,55,3
552,self_consistency_cot,1497,1121,2618,55,3
553,self_consistency_cot,1353,1281,2634,55,3
554,self_consistency_cot,1374,767,2141,55,3
555,self_consistency_cot,1326,633,1959,55,3
556,self_consistency_cot,1488,1334,2822,55,3
557,self_consistency_cot,1281,988,2269,55,3
558,self_consistency_cot,1338,1182,2520,55,3
559,self_consistency_cot,1608,1581,3189,55,3
560,self_consistency_cot,1350,1172,2522,55,3
561,self_consistency_cot,1395,991,2386,56,3
562,self_consistency_cot,1329,1069,2398,56,3
563,self_consistency_cot,1302,1785,3087,56,3
564,self_consistency_cot,1446,940,2386,56,3
565,self_consistency_cot,1257,1038,2295,56,3
566,self_consistency_cot,1368,1291,2659,56,3
567,self_consistency_cot,1359,1098,2457,56,3
568,self_consistency_cot,1299,599,1898,56,3
569,self_consistency_cot,1311,1519,2830,56,3
570,self_consistency_cot,1449,1018,2467,56,3
571,self_consistency_cot,1842,1610,3452,57,3
572,self_consistency_cot,1335,907,2242,57,3
573,self_consistency_cot,1350,1036,2386,57,3
574,self_consistency_cot,1392,940,2332,57,3
575,self_consistency_cot,1434,1514,2948,57,3
576,self_consistency_cot,1590,1354,2944,57,3
577,self_consistency_cot,1458,1187,2645,57,3
578,self_consistency_cot,1359,1378,2737,57,3
579,self_consistency_cot,1386,1296,2682,57,3
580,self_consistency_cot,1611,1307,2918,57,3
581,self_consistency_cot,1299,712,2011,58,3
582,self_consistency_cot,1305,758,2063,58,3
583,self_consistency_cot,1434,883,2317,58,3
584,self_consistency_cot,1407,1918,3325,58,3
585,self_consistency_cot,1356,1555,2911,58,3
586,self_consistency_cot,1323,1164,2487,58,3
587,self_consistency_cot,1296,936,2232,58,3
