batch_index,method,sum_input_tokens,sum_output_tokens,sum_total_tokens,avg_input_tokens,avg_output_tokens,avg_total_tokens,min_total_tokens,max_total_tokens,tasks_in_batch,batch_start,batch_end
68,least_to_most,4722,3569,8291,472.2,356.9,829.1,697,1002,10,671,680
69,least_to_most,5024,4290,9314,502.4,429.0,931.4,794,1527,10,681,690
70,least_to_most,4750,3840,8590,475.0,384.0,859.0,776,941,10,691,700
71,least_to_most,4955,4023,8978,495.5,402.3,897.8,634,1545,10,701,710
72,least_to_most,4924,4186,9110,492.4,418.6,911.0,734,1525,10,711,720
73,least_to_most,4786,3413,8199,478.6,341.3,819.9,657,1008,10,721,730
74,least_to_most,4837,3583,8420,483.7,358.3,842.0,637,1039,10,731,740
75,least_to_most,4863,5055,9918,486.3,505.5,991.8,702,1514,10,741,750
76,least_to_most,4984,3518,8502,498.4,351.8,850.2,773,934,10,751,760
77,least_to_most,4848,4902,9750,484.8,490.2,975.0,749,1521,10,761,770
78,least_to_most,5014,3811,8825,501.4,381.1,882.5,722,1088,10,771,780
79,least_to_most,4950,4025,8975,495.0,402.5,897.5,678,1335,10,781,790
80,least_to_most,4689,3598,8287,468.9,359.8,828.7,698,1080,10,791,800
81,least_to_most,4734,4901,9635,473.4,490.1,963.5,747,1510,10,801,810
82,least_to_most,4786,3198,7984,478.6,319.8,798.4,650,1055,10,811,820
83,least_to_most,4981,4723,9704,498.1,472.3,970.4,748,1593,10,821,830
84,least_to_most,5204,4345,9549,520.4,434.5,954.9,701,1488,10,831,840
85,least_to_most,5105,3567,8672,510.5,356.7,867.2,723,1095,10,841,850
86,least_to_most,4950,3407,8357,495.0,340.7,835.7,678,1121,10,851,860
87,least_to_most,4897,3685,8582,489.7,368.5,858.2,692,1126,10,861,870
88,least_to_most,4765,3328,8093,476.5,332.8,809.3,691,895,10,871,880
89,least_to_most,4828,3622,8450,482.8,362.2,845.0,738,911,10,881,890
90,least_to_most,4772,3686,8458,477.2,368.6,845.8,732,1112,10,891,900
91,least_to_most,4816,3912,8728,481.6,391.2,872.8,666,997,10,901,910
92,least_to_most,5056,3622,8678,505.6,362.2,867.8,680,959,10,911,920
93,least_to_most,5025,3377,8402,502.5,337.7,840.2,719,933,10,921,930
94,least_to_most,5121,3957,9078,512.1,395.7,907.8,700,1413,10,931,940
95,least_to_most,4889,4101,8990,488.9,410.1,899.0,723,1648,10,941,950
96,least_to_most,4916,3778,8694,491.6,377.8,869.4,689,1095,10,951,960
97,least_to_most,4908,3548,8456,490.8,354.8,845.6,642,1034,10,961,970
98,least_to_most,2085,1290,3375,521.25,322.5,843.75,705,961,4,971,974
